县名,年份,火点数量,农业焚烧数量,农业焚烧比例
嘉峪关市,2018,119,0,0.0
嘉峪关市,2019,137,0,0.0
嘉祥县,2010,33,0,0.0
嘉祥县,2011,42,0,0.0
嘉祥县,2012,81,0,0.0
嘉祥县,2013,53,0,0.0
嘉祥县,2014,45,0,0.0
嘉祥县,2015,50,0,0.0
嘉祥县,2016,20,0,0.0
嘉祥县,2017,26,0,0.0
嘉祥县,2018,25,0,0.0
嘉祥县,2019,30,0,0.0
嘉禾县,2010,43,0,0.0
嘉禾县,2011,27,0,0.0
嘉禾县,2012,37,0,0.0
嘉禾县,2013,41,0,0.0
嘉禾县,2014,60,0,0.0
嘉禾县,2015,13,0,0.0
嘉禾县,2016,32,0,0.0
嘉禾县,2017,38,0,0.0
嘉禾县,2018,25,0,0.0
嘉禾县,2019,51,0,0.0
嘉荫县,2010,116,1,0.008620689655172414
嘉荫县,2011,106,1,0.009433962264150943
嘉荫县,2012,12,0,0.0
嘉荫县,2013,195,0,0.0
嘉荫县,2014,191,0,0.0
嘉荫县,2015,301,0,0.0
嘉荫县,2016,70,1,0.014285714285714285
嘉荫县,2017,145,0,0.0
嘉荫县,2018,72,0,0.0
嘉荫县,2019,110,0,0.0
嘉陵区,2010,6,0,0.0
嘉陵区,2011,4,0,0.0
嘉陵区,2012,14,0,0.0
嘉陵区,2013,8,0,0.0
嘉陵区,2014,3,0,0.0
嘉陵区,2015,11,0,0.0
嘉陵区,2016,9,0,0.0
嘉陵区,2017,11,0,0.0
嘉陵区,2018,4,0,0.0
嘉陵区,2019,4,0,0.0
嘉鱼县,2010,6,0,0.0
嘉鱼县,2011,4,0,0.0
嘉鱼县,2012,6,0,0.0
嘉鱼县,2013,20,0,0.0
嘉鱼县,2014,14,0,0.0
嘉鱼县,2015,9,0,0.0
嘉鱼县,2016,10,0,0.0
嘉鱼县,2017,13,0,0.0
嘉鱼县,2018,21,0,0.0
嘉鱼县,2019,12,0,0.0
嘉黎县,2014,1,0,0.0
嘉黎县,2017,1,0,0.0
囊谦县,2010,1,0,0.0
囊谦县,2015,1,0,0.0
四会市,2010,38,0,0.0
四会市,2011,36,0,0.0
四会市,2012,38,0,0.0
四会市,2013,35,0,0.0
四会市,2014,53,0,0.0
四会市,2015,43,0,0.0
四会市,2016,55,0,0.0
四会市,2017,73,0,0.0
四会市,2018,56,0,0.0
四会市,2019,61,0,0.0
四子王旗,2011,4,0,0.0
四子王旗,2012,6,0,0.0
四子王旗,2013,10,0,0.0
四子王旗,2014,4,0,0.0
四子王旗,2015,6,0,0.0
四子王旗,2016,7,0,0.0
四子王旗,2017,12,0,0.0
四子王旗,2018,7,0,0.0
四子王旗,2019,17,0,0.0
四方台区,2010,18,5,0.2777777777777778
四方台区,2011,30,8,0.26666666666666666
四方台区,2012,4,0,0.0
四方台区,2013,26,12,0.46153846153846156
四方台区,2014,35,9,0.2571428571428571
四方台区,2015,47,2,0.0425531914893617
四方台区,2016,16,0,0.0
四方台区,2017,50,0,0.0
四方台区,2018,10,0,0.0
四方台区,2019,17,0,0.0
回民区,2010,1,0,0.0
回民区,2011,9,0,0.0
回民区,2012,8,0,0.0
回民区,2013,7,0,0.0
回民区,2014,8,0,0.0
回民区,2015,7,0,0.0
回民区,2016,5,0,0.0
回民区,2017,3,0,0.0
回民区,2018,2,0,0.0
回民区,2019,4,0,0.0
团风县,2010,17,0,0.0
团风县,2011,23,0,0.0
团风县,2012,18,0,0.0
团风县,2013,42,0,0.0
团风县,2014,51,0,0.0
团风县,2015,4,0,0.0
团风县,2016,22,0,0.0
团风县,2017,8,0,0.0
团风县,2018,10,0,0.0
团风县,2019,16,0,0.0
围场满族蒙古族自治县,2010,5,0,0.0
围场满族蒙古族自治县,2011,7,0,0.0
围场满族蒙古族自治县,2012,4,0,0.0
围场满族蒙古族自治县,2013,5,0,0.0
围场满族蒙古族自治县,2014,5,0,0.0
围场满族蒙古族自治县,2015,10,0,0.0
围场满族蒙古族自治县,2016,2,0,0.0
围场满族蒙古族自治县,2017,3,0,0.0
围场满族蒙古族自治县,2018,1,0,0.0
围场满族蒙古族自治县,2019,9,0,0.0
固始县,2010,13,0,0.0
固始县,2011,55,0,0.0
固始县,2012,12,0,0.0
固始县,2013,41,0,0.0
固始县,2014,28,0,0.0
固始县,2015,26,0,0.0
固始县,2016,13,0,0.0
固始县,2017,10,0,0.0
固始县,2018,15,0,0.0
固始县,2019,81,0,0.0
固安县,2010,2,0,0.0
固安县,2011,11,0,0.0
固安县,2012,9,0,0.0
固安县,2013,11,0,0.0
固安县,2014,5,0,0.0
固安县,2015,29,0,0.0
固安县,2016,33,0,0.0
固安县,2017,23,0,0.0
固安县,2018,26,0,0.0
固安县,2019,25,0,0.0
固镇县,2010,97,0,0.0
固镇县,2011,42,0,0.0
固镇县,2012,195,0,0.0
固镇县,2013,57,0,0.0
固镇县,2014,15,0,0.0
固镇县,2015,12,0,0.0
固镇县,2016,7,0,0.0
固镇县,2017,16,0,0.0
固镇县,2018,14,0,0.0
固镇县,2019,18,0,0.0
固阳县,2010,3,0,0.0
固阳县,2011,1,0,0.0
固阳县,2012,5,0,0.0
固阳县,2013,15,0,0.0
固阳县,2014,5,0,0.0
固阳县,2015,7,0,0.0
固阳县,2016,6,0,0.0
固阳县,2017,3,0,0.0
固阳县,2018,6,0,0.0
固阳县,2019,12,0,0.0
图们市,2010,5,0,0.0
图们市,2011,6,0,0.0
图们市,2012,4,0,0.0
图们市,2013,9,0,0.0
图们市,2014,25,0,0.0
图们市,2015,11,0,0.0
图们市,2016,26,0,0.0
图们市,2017,23,0,0.0
图们市,2018,17,0,0.0
图们市,2019,17,0,0.0
图木舒克市,2013,1,0,0.0
图木舒克市,2014,5,0,0.0
图木舒克市,2015,5,0,0.0
图木舒克市,2016,4,0,0.0
图木舒克市,2017,5,0,0.0
图木舒克市,2018,1,0,0.0
图木舒克市,2019,3,0,0.0
土默特右旗,2010,34,0,0.0
土默特右旗,2011,98,0,0.0
土默特右旗,2012,173,0,0.0
土默特右旗,2013,453,0,0.0
土默特右旗,2014,233,0,0.0
土默特右旗,2015,281,0,0.0
土默特右旗,2016,244,0,0.0
土默特右旗,2017,311,0,0.0
土默特右旗,2018,413,0,0.0
土默特右旗,2019,345,0,0.0
土默特左旗,2010,12,0,0.0
土默特左旗,2011,36,0,0.0
土默特左旗,2012,77,0,0.0
土默特左旗,2013,257,0,0.0
土默特左旗,2014,172,0,0.0
土默特左旗,2015,147,0,0.0
土默特左旗,2016,201,0,0.0
土默特左旗,2017,368,0,0.0
土默特左旗,2018,234,0,0.0
土默特左旗,2019,260,0,0.0
坊子区,2010,5,0,0.0
坊子区,2011,7,0,0.0
坊子区,2012,20,0,0.0
坊子区,2013,14,0,0.0
坊子区,2014,10,0,0.0
坊子区,2015,11,0,0.0
坊子区,2016,20,0,0.0
坊子区,2017,17,0,0.0
坊子区,2018,9,0,0.0
坊子区,2019,8,0,0.0
坡头区,2010,7,0,0.0
坡头区,2011,9,0,0.0
坡头区,2012,1,0,0.0
坡头区,2013,1,0,0.0
坡头区,2014,1,0,0.0
坡头区,2015,2,0,0.0
坡头区,2016,4,0,0.0
坡头区,2017,2,0,0.0
坡头区,2018,4,0,0.0
坡头区,2019,9,0,0.0
垣曲县,2010,1,0,0.0
垣曲县,2011,3,0,0.0
垣曲县,2012,5,0,0.0
垣曲县,2013,5,0,0.0
垣曲县,2014,4,0,0.0
垣曲县,2015,3,0,0.0
垣曲县,2016,3,0,0.0
垣曲县,2017,3,0,0.0
垣曲县,2018,3,0,0.0
垣曲县,2019,4,0,0.0
垦利县,2010,38,0,0.0
垦利县,2011,38,0,0.0
垦利县,2012,41,0,0.0
垦利县,2013,66,0,0.0
垦利县,2014,64,0,0.0
垦利县,2015,103,0,0.0
垦利县,2016,111,0,0.0
垦利县,2017,113,0,0.0
垦利县,2018,94,0,0.0
垦利县,2019,89,0,0.0
垫江县,2010,1,0,0.0
垫江县,2011,4,0,0.0
垫江县,2012,3,0,0.0
垫江县,2013,5,0,0.0
垫江县,2014,2,0,0.0
垫江县,2015,7,0,0.0
垫江县,2016,11,0,0.0
垫江县,2017,6,0,0.0
垫江县,2018,5,0,0.0
垫江县,2019,5,0,0.0
埇桥区,2010,651,0,0.0
埇桥区,2011,169,0,0.0
埇桥区,2012,736,0,0.0
埇桥区,2013,335,0,0.0
埇桥区,2014,63,0,0.0
埇桥区,2015,218,0,0.0
埇桥区,2016,18,0,0.0
埇桥区,2017,30,0,0.0
埇桥区,2018,27,0,0.0
埇桥区,2019,25,0,0.0
城东区,2010,4,0,0.0
城东区,2011,10,0,0.0
城东区,2012,4,0,0.0
城东区,2013,9,0,0.0
城东区,2014,6,0,0.0
城东区,2015,7,0,0.0
城东区,2016,15,0,0.0
城东区,2017,11,0,0.0
城东区,2018,9,0,0.0
城东区,2019,6,0,0.0
城中区,2010,6,0,0.0
城中区,2011,7,0,0.0
城中区,2012,7,0,0.0
城中区,2013,6,0,0.0
城中区,2014,6,0,0.0
城中区,2015,9,0,0.0
城中区,2016,12,0,0.0
城中区,2017,9,0,0.0
城中区,2018,6,0,0.0
城中区,2019,11,0,0.0
城关区,2010,7,0,0.0
城关区,2011,13,0,0.0
城关区,2012,14,0,0.0
城关区,2013,18,0,0.0
城关区,2014,21,0,0.0
城关区,2015,28,0,0.0
城关区,2016,36,0,0.0
城关区,2017,43,0,0.0
城关区,2018,42,0,0.0
城关区,2019,58,0,0.0
城北区,2010,8,0,0.0
城北区,2011,9,0,0.0
城北区,2012,6,0,0.0
城北区,2013,12,0,0.0
城北区,2014,11,0,0.0
城北区,2015,6,0,0.0
城北区,2016,13,0,0.0
城北区,2017,12,0,0.0
城北区,2018,8,0,0.0
城北区,2019,11,0,0.0
城区,2010,13,0,0.0
城区,2011,43,0,0.0
城区,2012,7,0,0.0
城区,2013,28,0,0.0
城区,2014,37,0,0.0
城区,2015,31,0,0.0
城区,2016,17,0,0.0
城区,2017,29,0,0.0
城区,2018,12,0,0.0
城区,2019,12,0,0.0
城厢区,2010,6,0,0.0
城厢区,2011,13,0,0.0
城厢区,2012,3,0,0.0
城厢区,2013,4,0,0.0
城厢区,2014,17,0,0.0
城厢区,2015,2,0,0.0
城厢区,2016,7,0,0.0
城厢区,2018,4,0,0.0
城厢区,2019,1,0,0.0
城口县,2010,4,0,0.0
城口县,2012,1,0,0.0
城口县,2013,2,0,0.0
城口县,2014,1,0,0.0
城口县,2015,3,0,0.0
城口县,2016,2,0,0.0
城口县,2018,1,0,0.0
城口县,2019,1,0,0.0
城固县,2010,1,0,0.0
城固县,2011,1,0,0.0
城固县,2013,3,0,0.0
城固县,2015,3,0,0.0
城固县,2016,1,0,0.0
城固县,2017,3,0,0.0
城固县,2018,3,0,0.0
城固县,2019,3,0,0.0
城子河区,2010,1,0,0.0
城子河区,2011,3,0,0.0
城子河区,2012,2,0,0.0
城子河区,2013,2,0,0.0
城子河区,2014,4,0,0.0
城子河区,2015,1,0,0.0
城子河区,2016,2,0,0.0
城子河区,2017,8,0,0.0
城子河区,2018,12,0,0.0
城子河区,2019,2,0,0.0
城步苗族自治县,2010,55,0,0.0
城步苗族自治县,2011,21,0,0.0
城步苗族自治县,2012,46,0,0.0
城步苗族自治县,2013,82,0,0.0
城步苗族自治县,2014,74,0,0.0
城步苗族自治县,2015,31,0,0.0
城步苗族自治县,2016,21,0,0.0
城步苗族自治县,2017,14,0,0.0
城步苗族自治县,2018,16,0,0.0
城步苗族自治县,2019,6,0,0.0
城西区,2010,1,0,0.0
城西区,2012,2,0,0.0
城西区,2013,3,0,0.0
城西区,2014,3,0,0.0
城西区,2015,2,0,0.0
城阳区,2010,10,0,0.0
城阳区,2011,15,0,0.0
城阳区,2012,7,0,0.0
城阳区,2013,7,0,0.0
城阳区,2014,9,0,0.0
城阳区,2015,8,0,0.0
城阳区,2016,2,0,0.0
城阳区,2017,2,0,0.0
城阳区,2018,1,0,0.0
城阳区,2019,6,0,0.0
堆龙德庆区,2010,1,0,0.0
堆龙德庆区,2011,2,0,0.0
堆龙德庆区,2013,9,0,0.0
堆龙德庆区,2014,9,0,0.0
堆龙德庆区,2015,6,0,0.0
堆龙德庆区,2016,11,0,0.0
堆龙德庆区,2017,10,0,0.0
堆龙德庆区,2018,13,0,0.0
堆龙德庆区,2019,19,0,0.0
塔什库尔干塔吉克自治县,2013,1,0,0.0
塔什库尔干塔吉克自治县,2019,1,0,0.0
塔城市,2010,266,0,0.0
塔城市,2011,82,0,0.0
塔城市,2012,176,0,0.0
塔城市,2013,563,0,0.0
塔城市,2014,224,0,0.0
塔城市,2015,75,0,0.0
塔城市,2016,52,0,0.0
塔城市,2017,46,0,0.0
塔城市,2018,31,0,0.0
塔城市,2019,26,0,0.0
塔河县,2010,32,0,0.0
塔河县,2011,30,0,0.0
塔河县,2012,11,0,0.0
塔河县,2013,70,0,0.0
塔河县,2014,37,0,0.0
塔河县,2015,26,0,0.0
塔河县,2016,24,0,0.0
塔河县,2017,34,0,0.0
塔河县,2018,35,0,0.0
塔河县,2019,32,0,0.0
增城区,2010,16,0,0.0
增城区,2011,28,0,0.0
增城区,2012,10,0,0.0
增城区,2013,7,0,0.0
增城区,2014,16,0,0.0
增城区,2015,2,0,0.0
增城区,2016,6,0,0.0
增城区,2017,9,0,0.0
增城区,2018,7,0,0.0
增城区,2019,3,0,0.0
墨江哈尼族自治县,2010,107,0,0.0
墨江哈尼族自治县,2011,61,0,0.0
墨江哈尼族自治县,2012,61,0,0.0
墨江哈尼族自治县,2013,72,0,0.0
墨江哈尼族自治县,2014,129,0,0.0
墨江哈尼族自治县,2015,29,0,0.0
墨江哈尼族自治县,2016,27,0,0.0
墨江哈尼族自治县,2017,33,0,0.0
墨江哈尼族自治县,2018,67,0,0.0
墨江哈尼族自治县,2019,43,0,0.0
墨玉县,2013,5,0,0.0
墨玉县,2015,2,0,0.0
墨玉县,2016,1,0,0.0
墨玉县,2017,2,0,0.0
墨玉县,2018,8,0,0.0
墨玉县,2019,8,0,0.0
墨竹工卡县,2014,1,0,0.0
墨竹工卡县,2019,1,0,0.0
墨脱县,2010,27,0,0.0
墨脱县,2011,6,0,0.0
墨脱县,2012,2,0,0.0
墨脱县,2013,1,0,0.0
墨脱县,2014,1,0,0.0
墨脱县,2016,2,0,0.0
墨脱县,2017,3,0,0.0
墨脱县,2018,7,0,0.0
墨脱县,2019,7,0,0.0
壤塘县,2010,2,0,0.0
壤塘县,2011,8,0,0.0
壤塘县,2013,1,0,0.0
壤塘县,2014,3,0,0.0
壤塘县,2015,9,0,0.0
壤塘县,2016,3,0,0.0
壤塘县,2017,1,0,0.0
壤塘县,2018,1,0,0.0
壶关县,2010,18,0,0.0
壶关县,2011,64,0,0.0
壶关县,2012,14,0,0.0
壶关县,2013,34,0,0.0
壶关县,2014,14,0,0.0
壶关县,2015,24,0,0.0
壶关县,2016,20,0,0.0
壶关县,2017,18,0,0.0
壶关县,2018,18,0,0.0
壶关县,2019,9,0,0.0
复兴区,2010,86,0,0.0
复兴区,2011,33,0,0.0
复兴区,2012,34,0,0.0
复兴区,2013,79,0,0.0
复兴区,2014,56,0,0.0
复兴区,2015,50,0,0.0
复兴区,2016,38,0,0.0
复兴区,2017,31,0,0.0
复兴区,2018,16,0,0.0
复兴区,2019,9,0,0.0
夏县,2010,5,0,0.0
夏县,2011,8,0,0.0
夏县,2012,7,0,0.0
夏县,2013,10,0,0.0
夏县,2014,12,0,0.0
夏县,2015,7,0,0.0
夏县,2016,7,0,0.0
夏县,2017,1,0,0.0
夏县,2018,4,0,0.0
夏县,2019,3,0,0.0
夏河县,2010,10,0,0.0
夏河县,2012,1,0,0.0
夏河县,2013,1,0,0.0
夏河县,2014,1,0,0.0
夏河县,2015,1,0,0.0
夏河县,2016,2,0,0.0
夏河县,2018,3,0,0.0
夏河县,2019,1,0,0.0
夏津县,2010,11,0,0.0
夏津县,2011,11,0,0.0
夏津县,2012,11,0,0.0
夏津县,2013,10,0,0.0
夏津县,2014,23,0,0.0
夏津县,2015,41,0,0.0
夏津县,2016,15,0,0.0
夏津县,2017,14,0,0.0
夏津县,2018,16,0,0.0
夏津县,2019,18,0,0.0
夏邑县,2010,23,0,0.0
夏邑县,2011,61,0,0.0
夏邑县,2012,165,0,0.0
夏邑县,2013,39,0,0.0
夏邑县,2014,41,0,0.0
夏邑县,2015,30,0,0.0
夏邑县,2016,27,0,0.0
夏邑县,2017,14,0,0.0
夏邑县,2018,11,0,0.0
夏邑县,2019,9,0,0.0
多伦县,2010,2,0,0.0
多伦县,2011,35,0,0.0
多伦县,2012,35,0,0.0
多伦县,2013,22,0,0.0
多伦县,2014,12,0,0.0
多伦县,2015,9,0,0.0
多伦县,2016,12,0,0.0
多伦县,2017,14,0,0.0
多伦县,2018,9,0,0.0
多伦县,2019,2,0,0.0
大东区,2010,4,0,0.0
大东区,2011,7,0,0.0
大东区,2012,7,0,0.0
大东区,2013,6,0,0.0
大东区,2014,13,0,0.0
大东区,2015,5,0,0.0
大东区,2016,7,0,0.0
大东区,2017,3,0,0.0
大东区,2018,1,0,0.0
大东区,2019,3,0,0.0
大丰区,2010,44,0,0.0
大丰区,2011,48,0,0.0
大丰区,2012,18,0,0.0
大丰区,2013,20,0,0.0
大丰区,2014,19,0,0.0
大丰区,2015,27,0,0.0
大丰区,2016,6,0,0.0
大丰区,2017,11,0,0.0
大丰区,2018,23,0,0.0
大丰区,2019,16,0,0.0
大余县,2010,47,0,0.0
大余县,2011,64,0,0.0
大余县,2012,32,0,0.0
大余县,2013,22,0,0.0
大余县,2014,64,0,0.0
大余县,2015,38,0,0.0
大余县,2016,40,0,0.0
大余县,2017,20,0,0.0
大余县,2018,52,0,0.0
大余县,2019,15,0,0.0
大关县,2010,9,0,0.0
大关县,2011,7,0,0.0
大关县,2013,8,0,0.0
大关县,2014,7,0,0.0
大关县,2015,1,0,0.0
大关县,2018,2,0,0.0
大关县,2019,4,0,0.0
大兴区,2010,74,0,0.0
大兴区,2011,101,0,0.0
大兴区,2012,124,0,0.0
大兴区,2013,149,0,0.0
大兴区,2014,101,0,0.0
大兴区,2015,81,0,0.0
大兴区,2016,101,0,0.0
大兴区,2017,76,0,0.0
大兴区,2018,36,0,0.0
大兴区,2019,36,0,0.0
大冶市,2010,41,0,0.0
大冶市,2011,67,0,0.0
大冶市,2012,76,0,0.0
大冶市,2013,145,0,0.0
大冶市,2014,110,0,0.0
大冶市,2015,26,0,0.0
大冶市,2016,116,0,0.0
大冶市,2017,34,0,0.0
大冶市,2018,47,0,0.0
大冶市,2019,73,0,0.0
大化瑶族自治县,2010,34,0,0.0
大化瑶族自治县,2011,13,0,0.0
大化瑶族自治县,2012,12,0,0.0
大化瑶族自治县,2013,17,0,0.0
大化瑶族自治县,2014,22,0,0.0
大化瑶族自治县,2015,20,0,0.0
大化瑶族自治县,2016,45,0,0.0
大化瑶族自治县,2017,20,0,0.0
大化瑶族自治县,2018,21,0,0.0
大化瑶族自治县,2019,16,0,0.0
大厂回族自治县,2010,2,0,0.0
大厂回族自治县,2011,4,0,0.0
大厂回族自治县,2012,10,0,0.0
大厂回族自治县,2013,5,0,0.0
大厂回族自治县,2014,3,0,0.0
大厂回族自治县,2015,4,0,0.0
大厂回族自治县,2016,10,0,0.0
大厂回族自治县,2017,15,0,0.0
大厂回族自治县,2018,7,0,0.0
大厂回族自治县,2019,10,0,0.0
大同区,2010,27,0,0.0
大同区,2011,41,1,0.024390243902439025
大同区,2012,55,0,0.0
大同区,2013,43,1,0.023255813953488372
大同区,2014,165,5,0.030303030303030304
大同区,2015,116,0,0.0
大同区,2016,93,1,0.010752688172043012
大同区,2017,58,2,0.034482758620689655
大同区,2018,44,2,0.045454545454545456
大同区,2019,71,1,0.014084507042253521
大同县,2010,3,0,0.0
大同县,2011,6,0,0.0
大同县,2012,8,0,0.0
大同县,2013,40,0,0.0
大同县,2014,15,0,0.0
大同县,2015,16,0,0.0
大同县,2016,17,0,0.0
大同县,2017,35,0,0.0
大同县,2018,52,0,0.0
大同县,2019,52,0,0.0
大名县,2010,3,0,0.0
大名县,2011,26,0,0.0
大名县,2012,51,0,0.0
大名县,2013,32,0,0.0
大名县,2014,53,0,0.0
大名县,2015,49,0,0.0
大名县,2016,11,0,0.0
大名县,2017,33,0,0.0
大名县,2018,7,0,0.0
大名县,2019,9,0,0.0
大城县,2010,9,0,0.0
大城县,2011,9,0,0.0
大城县,2012,8,0,0.0
大城县,2013,27,0,0.0
大城县,2014,8,0,0.0
大城县,2015,16,0,0.0
大城县,2016,36,0,0.0
大城县,2017,41,0,0.0
大城县,2018,73,0,0.0
大城县,2019,70,0,0.0
大埔县,2010,31,0,0.0
大埔县,2011,95,0,0.0
大埔县,2012,32,0,0.0
大埔县,2013,39,0,0.0
大埔县,2014,49,0,0.0
大埔县,2015,59,0,0.0
大埔县,2016,47,0,0.0
大埔县,2017,44,0,0.0
大埔县,2018,22,0,0.0
大埔县,2019,12,0,0.0
大姚县,2010,10,0,0.0
大姚县,2011,5,0,0.0
大姚县,2012,6,0,0.0
大姚县,2013,12,0,0.0
大姚县,2014,27,0,0.0
大姚县,2015,1,0,0.0
大姚县,2016,12,0,0.0
大姚县,2017,17,0,0.0
大姚县,2018,13,0,0.0
大姚县,2019,3,0,0.0
大宁县,2010,1,0,0.0
大宁县,2013,4,0,0.0
大宁县,2014,4,0,0.0
大宁县,2015,2,0,0.0
大宁县,2016,4,0,0.0
大宁县,2017,5,0,0.0
大宁县,2018,11,0,0.0
大宁县,2019,8,0,0.0
大安区,2016,1,0,0.0
大安区,2019,2,0,0.0
大安市,2010,49,0,0.0
大安市,2011,51,0,0.0
大安市,2012,63,0,0.0
大安市,2013,38,0,0.0
大安市,2014,205,0,0.0
大安市,2015,169,0,0.0
大安市,2016,130,0,0.0
大安市,2017,142,0,0.0
大安市,2018,91,0,0.0
大安市,2019,221,0,0.0
大悟县,2010,80,0,0.0
大悟县,2011,66,0,0.0
大悟县,2012,43,0,0.0
大悟县,2013,98,0,0.0
大悟县,2014,135,0,0.0
大悟县,2015,8,0,0.0
大悟县,2016,55,0,0.0
大悟县,2017,41,0,0.0
大悟县,2018,33,0,0.0
大悟县,2019,61,0,0.0
大新县,2010,31,0,0.0
大新县,2011,19,0,0.0
大新县,2012,13,0,0.0
大新县,2013,17,0,0.0
大新县,2014,27,0,0.0
大新县,2015,23,0,0.0
大新县,2016,27,0,0.0
大新县,2017,24,0,0.0
大新县,2018,38,0,0.0
大新县,2019,14,0,0.0
大方县,2010,185,0,0.0
大方县,2011,14,0,0.0
大方县,2012,8,0,0.0
大方县,2013,19,0,0.0
大方县,2014,21,0,0.0
大方县,2015,21,0,0.0
大方县,2016,13,0,0.0
大方县,2017,14,0,0.0
大方县,2018,28,0,0.0
大方县,2019,13,0,0.0
大武口区,2010,4,0,0.0
大武口区,2011,1,0,0.0
大武口区,2012,7,0,0.0
大武口区,2013,2,0,0.0
大武口区,2014,1,0,0.0
大武口区,2016,3,0,0.0
大武口区,2017,1,0,0.0
大武口区,2018,4,0,0.0
大武口区,2019,4,0,0.0
大洼县,2010,28,0,0.0
大洼县,2011,28,0,0.0
大洼县,2012,76,0,0.0
大洼县,2013,31,0,0.0
大洼县,2014,64,0,0.0
大洼县,2015,102,0,0.0
大洼县,2016,62,0,0.0
大洼县,2017,98,0,0.0
大洼县,2018,36,0,0.0
大洼县,2019,44,0,0.0
大渡口区,2011,6,0,0.0
大渡口区,2012,2,0,0.0
大渡口区,2013,4,0,0.0
大渡口区,2015,2,0,0.0
大渡口区,2017,1,0,0.0
大渡口区,2018,1,0,0.0
大渡口区,2019,1,0,0.0
大理市,2010,32,0,0.0
大理市,2011,8,0,0.0
大理市,2012,17,0,0.0
大理市,2013,55,0,0.0
大理市,2014,34,0,0.0
大理市,2015,4,0,0.0
大理市,2016,2,0,0.0
大理市,2017,7,0,0.0
大理市,2018,14,0,0.0
大理市,2019,22,0,0.0
大田县,2010,71,0,0.0
大田县,2011,100,0,0.0
大田县,2012,16,0,0.0
大田县,2013,45,0,0.0
大田县,2014,18,0,0.0
大田县,2015,17,0,0.0
大田县,2016,20,0,0.0
大田县,2017,31,0,0.0
大田县,2018,34,0,0.0
大田县,2019,21,0,0.0
大石桥市,2010,12,0,0.0
大石桥市,2011,14,0,0.0
大石桥市,2012,9,0,0.0
大石桥市,2013,31,0,0.0
大石桥市,2014,26,0,0.0
大石桥市,2015,78,0,0.0
大石桥市,2016,184,0,0.0
大石桥市,2017,107,0,0.0
大石桥市,2018,128,0,0.0
大石桥市,2019,218,0,0.0
大祥区,2010,5,0,0.0
大祥区,2011,4,0,0.0
大祥区,2012,7,0,0.0
大祥区,2013,3,0,0.0
大祥区,2014,6,0,0.0
大祥区,2015,2,0,0.0
大祥区,2016,9,0,0.0
大祥区,2017,15,0,0.0
大祥区,2018,2,0,0.0
大祥区,2019,7,0,0.0
大竹县,2010,5,0,0.0
大竹县,2011,5,0,0.0
大竹县,2012,2,0,0.0
大竹县,2013,5,0,0.0
大竹县,2014,5,0,0.0
大竹县,2015,3,0,0.0
大竹县,2016,6,0,0.0
大竹县,2017,6,0,0.0
大竹县,2018,6,0,0.0
大竹县,2019,1,0,0.0
大英县,2011,4,0,0.0
大英县,2012,6,0,0.0
大英县,2013,4,0,0.0
大英县,2014,1,0,0.0
大英县,2015,2,0,0.0
大英县,2016,3,0,0.0
大英县,2017,2,0,0.0
大英县,2018,6,0,0.0
大英县,2019,4,0,0.0
大荔县,2010,3,0,0.0
大荔县,2011,4,0,0.0
大荔县,2012,7,0,0.0
大荔县,2013,32,0,0.0
大荔县,2014,17,0,0.0
大荔县,2015,18,0,0.0
大荔县,2016,14,0,0.0
大荔县,2017,10,0,0.0
大荔县,2018,17,0,0.0
大荔县,2019,12,0,0.0
大观区,2010,3,0,0.0
大观区,2011,2,0,0.0
大观区,2012,4,0,0.0
大观区,2014,1,0,0.0
大观区,2015,2,0,0.0
大观区,2016,6,0,0.0
大观区,2017,1,0,0.0
大观区,2019,1,0,0.0
大足区,2010,4,0,0.0
大足区,2011,7,0,0.0
大足区,2012,6,0,0.0
大足区,2013,14,0,0.0
大足区,2014,9,0,0.0
大足区,2015,7,0,0.0
大足区,2016,27,0,0.0
大足区,2017,23,0,0.0
大足区,2018,34,0,0.0
大足区,2019,21,0,0.0
大通区,2010,19,0,0.0
大通区,2011,9,0,0.0
大通区,2012,8,0,0.0
大通区,2013,10,0,0.0
大通区,2014,20,0,0.0
大通区,2015,4,0,0.0
大通区,2016,3,0,0.0
大通区,2018,3,0,0.0
大通区,2019,2,0,0.0
大通回族土族自治县,2010,24,0,0.0
大通回族土族自治县,2011,7,0,0.0
大通回族土族自治县,2012,6,0,0.0
大通回族土族自治县,2013,18,0,0.0
大通回族土族自治县,2014,20,0,0.0
大通回族土族自治县,2015,30,0,0.0
大通回族土族自治县,2016,22,0,0.0
大通回族土族自治县,2017,14,0,0.0
大通回族土族自治县,2018,18,0,0.0
大通回族土族自治县,2019,20,0,0.0
大邑县,2010,13,0,0.0
大邑县,2011,27,0,0.0
大邑县,2012,22,0,0.0
大邑县,2013,36,0,0.0
大邑县,2014,21,0,0.0
大邑县,2015,19,0,0.0
大邑县,2016,32,0,0.0
大邑县,2017,36,0,0.0
大邑县,2018,25,0,0.0
大邑县,2019,21,0,0.0
天元区,2010,5,0,0.0
天元区,2011,6,0,0.0
天元区,2012,8,0,0.0
天元区,2013,8,0,0.0
天元区,2014,14,0,0.0
天元区,2015,4,0,0.0
天元区,2016,10,0,0.0
天元区,2017,8,0,0.0
天元区,2018,4,0,0.0
天元区,2019,4,0,0.0
天全县,2010,1,0,0.0
天全县,2011,7,0,0.0
天全县,2012,3,0,0.0
