县名,年份,火点数量,农业焚烧数量,农业焚烧比例
错那县,2014,1,0,0.0
错那县,2017,3,0,0.0
错那县,2018,3,0,0.0
错那县,2019,1,0,0.0
锡山区,2010,20,0,0.0
锡山区,2011,25,0,0.0
锡山区,2012,17,0,0.0
锡山区,2013,5,0,0.0
锡山区,2014,16,0,0.0
锡山区,2015,4,0,0.0
锡山区,2016,14,0,0.0
锡山区,2017,16,0,0.0
锡山区,2018,17,0,0.0
锡山区,2019,9,0,0.0
锡林浩特市,2010,9,0,0.0
锡林浩特市,2011,10,0,0.0
锡林浩特市,2012,26,0,0.0
锡林浩特市,2013,37,0,0.0
锡林浩特市,2014,54,0,0.0
锡林浩特市,2015,69,0,0.0
锡林浩特市,2016,23,0,0.0
锡林浩特市,2017,19,0,0.0
锡林浩特市,2018,20,0,0.0
锡林浩特市,2019,26,0,0.0
锦屏县,2010,23,0,0.0
锦屏县,2011,22,0,0.0
锦屏县,2012,21,0,0.0
锦屏县,2013,63,0,0.0
锦屏县,2014,41,0,0.0
锦屏县,2015,24,0,0.0
锦屏县,2016,23,0,0.0
锦屏县,2017,14,0,0.0
锦屏县,2018,20,0,0.0
锦屏县,2019,14,0,0.0
镇原县,2010,2,0,0.0
镇原县,2011,1,0,0.0
镇原县,2012,2,0,0.0
镇原县,2013,8,0,0.0
镇原县,2014,22,0,0.0
镇原县,2015,18,0,0.0
镇原县,2016,32,0,0.0
镇原县,2017,31,0,0.0
镇原县,2018,13,0,0.0
镇原县,2019,50,0,0.0
镇坪县,2011,7,0,0.0
镇坪县,2012,2,0,0.0
镇坪县,2015,1,0,0.0
镇坪县,2016,1,0,0.0
镇宁布依族苗族自治县,2010,191,0,0.0
镇宁布依族苗族自治县,2011,8,0,0.0
镇宁布依族苗族自治县,2012,28,0,0.0
镇宁布依族苗族自治县,2013,36,0,0.0
镇宁布依族苗族自治县,2014,43,0,0.0
镇宁布依族苗族自治县,2015,67,0,0.0
镇宁布依族苗族自治县,2016,39,0,0.0
镇宁布依族苗族自治县,2017,45,0,0.0
镇宁布依族苗族自治县,2018,70,0,0.0
镇宁布依族苗族自治县,2019,35,0,0.0
镇安县,2010,3,0,0.0
镇安县,2011,4,0,0.0
镇安县,2012,2,0,0.0
镇安县,2013,6,0,0.0
镇安县,2014,8,0,0.0
镇安县,2015,2,0,0.0
镇安县,2016,7,0,0.0
镇安县,2017,3,0,0.0
镇安县,2018,7,0,0.0
镇安县,2019,3,0,0.0
镇巴县,2010,1,0,0.0
镇巴县,2012,1,0,0.0
镇巴县,2013,1,0,0.0
镇巴县,2014,1,0,0.0
镇平县,2010,17,0,0.0
镇平县,2011,27,0,0.0
镇平县,2012,42,0,0.0
镇平县,2013,48,0,0.0
镇平县,2014,28,0,0.0
镇平县,2015,22,0,0.0
镇平县,2016,26,0,0.0
镇平县,2017,20,0,0.0
镇平县,2018,18,0,0.0
镇平县,2019,11,0,0.0
镇康县,2010,125,0,0.0
镇康县,2011,35,0,0.0
镇康县,2012,75,0,0.0
镇康县,2013,66,0,0.0
镇康县,2014,118,0,0.0
镇康县,2015,18,0,0.0
镇康县,2016,15,0,0.0
镇康县,2017,7,0,0.0
镇康县,2018,21,0,0.0
镇康县,2019,24,0,0.0
镇沅彝族哈尼族拉祜族自治县,2010,67,0,0.0
镇沅彝族哈尼族拉祜族自治县,2011,43,0,0.0
镇沅彝族哈尼族拉祜族自治县,2012,42,0,0.0
镇沅彝族哈尼族拉祜族自治县,2013,63,0,0.0
镇沅彝族哈尼族拉祜族自治县,2014,29,0,0.0
镇沅彝族哈尼族拉祜族自治县,2015,10,0,0.0
镇沅彝族哈尼族拉祜族自治县,2016,5,0,0.0
镇沅彝族哈尼族拉祜族自治县,2017,10,0,0.0
镇沅彝族哈尼族拉祜族自治县,2018,7,0,0.0
镇沅彝族哈尼族拉祜族自治县,2019,9,0,0.0
镇海区,2010,10,0,0.0
镇海区,2011,17,0,0.0
镇海区,2012,17,0,0.0
镇海区,2013,15,0,0.0
镇海区,2014,3,0,0.0
镇海区,2015,8,0,0.0
镇海区,2016,7,0,0.0
镇海区,2017,7,0,0.0
镇海区,2018,8,0,0.0
镇海区,2019,4,0,0.0
镇赉县,2010,225,0,0.0
镇赉县,2011,284,0,0.0
镇赉县,2012,168,0,0.0
镇赉县,2013,168,0,0.0
镇赉县,2014,532,0,0.0
镇赉县,2015,441,0,0.0
镇赉县,2016,380,0,0.0
镇赉县,2017,504,0,0.0
镇赉县,2018,338,0,0.0
镇赉县,2019,353,0,0.0
镇远县,2010,16,0,0.0
镇远县,2011,13,0,0.0
镇远县,2012,9,0,0.0
镇远县,2013,9,0,0.0
镇远县,2014,7,0,0.0
镇远县,2016,10,0,0.0
镇远县,2017,6,0,0.0
镇远县,2019,9,0,0.0
镇雄县,2010,22,0,0.0
镇雄县,2011,20,0,0.0
镇雄县,2012,7,0,0.0
镇雄县,2013,14,0,0.0
镇雄县,2014,24,0,0.0
镇雄县,2015,5,0,0.0
镇雄县,2016,15,0,0.0
镇雄县,2017,3,0,0.0
镇雄县,2018,33,0,0.0
镇雄县,2019,3,0,0.0
镜湖区,2010,1,0,0.0
镜湖区,2011,2,0,0.0
镜湖区,2012,7,0,0.0
镜湖区,2013,4,0,0.0
镜湖区,2014,1,0,0.0
镜湖区,2015,2,0,0.0
镜湖区,2016,2,0,0.0
镜湖区,2017,1,0,0.0
镜湖区,2018,4,0,0.0
镜湖区,2019,2,0,0.0
镶黄旗,2011,1,0,0.0
镶黄旗,2012,7,0,0.0
镶黄旗,2013,4,0,0.0
镶黄旗,2014,12,0,0.0
镶黄旗,2018,1,0,0.0
镶黄旗,2019,1,0,0.0
长丰县,2010,22,0,0.0
长丰县,2011,17,0,0.0
长丰县,2012,59,0,0.0
长丰县,2013,95,0,0.0
长丰县,2014,88,0,0.0
长丰县,2015,35,0,0.0
长丰县,2016,54,0,0.0
长丰县,2017,63,0,0.0
长丰县,2018,52,0,0.0
长丰县,2019,105,0,0.0
长乐市,2010,8,0,0.0
长乐市,2011,11,0,0.0
长乐市,2012,7,0,0.0
长乐市,2013,5,0,0.0
长乐市,2014,10,0,0.0
长乐市,2015,10,0,0.0
长乐市,2017,10,0,0.0
长乐市,2018,6,0,0.0
长乐市,2019,6,0,0.0
长兴县,2010,62,0,0.0
长兴县,2011,56,0,0.0
长兴县,2012,51,0,0.0
长兴县,2013,53,0,0.0
长兴县,2014,41,0,0.0
长兴县,2015,54,0,0.0
长兴县,2016,22,0,0.0
长兴县,2017,21,0,0.0
长兴县,2018,46,0,0.0
长兴县,2019,20,0,0.0
长垣县,2010,19,0,0.0
长垣县,2011,10,0,0.0
长垣县,2012,46,0,0.0
长垣县,2013,37,0,0.0
长垣县,2014,47,0,0.0
长垣县,2015,35,0,0.0
长垣县,2016,19,0,0.0
长垣县,2017,17,0,0.0
长垣县,2018,11,0,0.0
长垣县,2019,12,0,0.0
长子县,2010,36,0,0.0
长子县,2011,10,0,0.0
长子县,2012,71,0,0.0
长子县,2013,126,0,0.0
长子县,2014,67,0,0.0
长子县,2015,78,0,0.0
长子县,2016,78,0,0.0
长子县,2017,77,0,0.0
长子县,2018,141,0,0.0
长子县,2019,41,0,0.0
长宁区,2010,1,0,0.0
长宁县,2011,3,0,0.0
长宁县,2012,4,0,0.0
长宁县,2013,4,0,0.0
长宁县,2014,4,0,0.0
长宁县,2015,1,0,0.0
长宁县,2016,2,0,0.0
长宁县,2017,5,0,0.0
长宁县,2018,4,0,0.0
长宁县,2019,2,0,0.0
长安区,2010,33,0,0.0
长安区,2011,40,0,0.0
长安区,2012,31,0,0.0
长安区,2013,19,0,0.0
长安区,2014,20,0,0.0
长安区,2015,25,0,0.0
长安区,2016,27,0,0.0
长安区,2017,23,0,0.0
长安区,2018,13,0,0.0
长安区,2019,14,0,0.0
长寿区,2010,2,0,0.0
长寿区,2011,9,0,0.0
长寿区,2012,13,0,0.0
长寿区,2013,19,0,0.0
长寿区,2014,10,0,0.0
长寿区,2015,14,0,0.0
长寿区,2016,14,0,0.0
长寿区,2017,22,0,0.0
长寿区,2018,21,0,0.0
长寿区,2019,9,0,0.0
长岛县,2016,1,0,0.0
长岭县,2010,79,0,0.0
长岭县,2011,283,0,0.0
长岭县,2012,107,0,0.0
长岭县,2013,247,0,0.0
长岭县,2014,874,0,0.0
长岭县,2015,481,0,0.0
长岭县,2016,197,0,0.0
长岭县,2017,233,0,0.0
长岭县,2018,96,0,0.0
长岭县,2019,126,0,0.0
长武县,2010,1,0,0.0
长武县,2012,1,0,0.0
长武县,2013,10,0,0.0
长武县,2014,4,0,0.0
长武县,2015,4,0,0.0
长武县,2016,7,0,0.0
长武县,2017,4,0,0.0
长武县,2018,1,0,0.0
长武县,2019,12,0,0.0
长汀县,2010,40,0,0.0
长汀县,2011,62,0,0.0
长汀县,2012,25,0,0.0
长汀县,2013,19,0,0.0
长汀县,2014,13,0,0.0
长汀县,2015,25,0,0.0
长汀县,2016,10,0,0.0
长汀县,2017,15,0,0.0
长汀县,2018,17,0,0.0
长汀县,2019,7,0,0.0
长沙县,2010,19,0,0.0
长沙县,2011,16,0,0.0
长沙县,2012,15,0,0.0
长沙县,2013,23,0,0.0
长沙县,2014,37,0,0.0
长沙县,2015,40,0,0.0
长沙县,2016,49,0,0.0
长沙县,2017,35,0,0.0
长沙县,2018,51,0,0.0
长沙县,2019,34,0,0.0
长治县,2010,13,0,0.0
长治县,2011,10,0,0.0
长治县,2012,25,0,0.0
长治县,2013,69,0,0.0
长治县,2014,31,0,0.0
长治县,2015,36,0,0.0
长治县,2016,31,0,0.0
长治县,2017,52,0,0.0
长治县,2018,64,0,0.0
长治县,2019,21,0,0.0
长泰县,2010,26,0,0.0
长泰县,2011,56,0,0.0
长泰县,2012,33,0,0.0
长泰县,2013,15,0,0.0
长泰县,2014,30,0,0.0
长泰县,2015,7,0,0.0
长泰县,2016,14,0,0.0
长泰县,2017,19,0,0.0
长泰县,2018,10,0,0.0
长泰县,2019,14,0,0.0
长洲区,2010,11,0,0.0
长洲区,2011,20,0,0.0
长洲区,2012,3,0,0.0
长洲区,2013,11,0,0.0
长洲区,2014,27,0,0.0
长洲区,2015,9,0,0.0
长洲区,2016,9,0,0.0
长洲区,2017,7,0,0.0
长洲区,2018,3,0,0.0
长洲区,2019,6,0,0.0
长海县,2010,2,0,0.0
长清区,2010,15,0,0.0
长清区,2011,20,0,0.0
长清区,2012,13,0,0.0
长清区,2013,21,0,0.0
长清区,2014,21,0,0.0
长清区,2015,22,0,0.0
长清区,2016,7,0,0.0
长清区,2017,3,0,0.0
长清区,2018,1,0,0.0
长清区,2019,11,0,0.0
长白朝鲜族自治县,2010,3,0,0.0
长白朝鲜族自治县,2011,3,0,0.0
长白朝鲜族自治县,2012,6,0,0.0
长白朝鲜族自治县,2013,11,0,0.0
长白朝鲜族自治县,2014,7,0,0.0
长白朝鲜族自治县,2015,12,0,0.0
长白朝鲜族自治县,2016,3,0,0.0
长白朝鲜族自治县,2017,3,0,0.0
长白朝鲜族自治县,2018,1,0,0.0
长葛市,2010,8,0,0.0
长葛市,2011,16,0,0.0
长葛市,2012,27,0,0.0
长葛市,2013,28,0,0.0
长葛市,2014,10,0,0.0
长葛市,2015,40,0,0.0
长葛市,2016,29,0,0.0
长葛市,2017,32,0,0.0
长葛市,2018,18,0,0.0
长葛市,2019,17,0,0.0
长阳土家族自治县,2010,5,0,0.0
长阳土家族自治县,2012,1,0,0.0
长阳土家族自治县,2013,7,0,0.0
长阳土家族自治县,2015,8,0,0.0
长阳土家族自治县,2016,7,0,0.0
长阳土家族自治县,2017,6,0,0.0
长阳土家族自治县,2018,6,0,0.0
长阳土家族自治县,2019,7,0,0.0
长顺县,2010,185,0,0.0
长顺县,2011,2,0,0.0
长顺县,2012,11,0,0.0
长顺县,2013,25,0,0.0
长顺县,2014,37,0,0.0
长顺县,2015,35,0,0.0
长顺县,2016,21,0,0.0
长顺县,2017,12,0,0.0
长顺县,2018,30,0,0.0
长顺县,2019,26,0,0.0
门头沟区,2010,3,0,0.0
门头沟区,2012,4,0,0.0
门头沟区,2015,2,0,0.0
门源回族自治县,2010,1,0,0.0
门源回族自治县,2011,40,0,0.0
门源回族自治县,2012,30,0,0.0
门源回族自治县,2013,23,0,0.0
门源回族自治县,2014,42,0,0.0
门源回族自治县,2015,35,0,0.0
门源回族自治县,2016,17,0,0.0
门源回族自治县,2017,12,0,0.0
门源回族自治县,2018,8,0,0.0
门源回族自治县,2019,25,0,0.0
闵行区,2010,12,0,0.0
闵行区,2011,10,0,0.0
闵行区,2012,10,0,0.0
闵行区,2013,7,0,0.0
闵行区,2014,6,0,0.0
闵行区,2015,9,0,0.0
闵行区,2016,3,0,0.0
闵行区,2017,1,0,0.0
闵行区,2018,1,0,0.0
闻喜县,2010,10,0,0.0
闻喜县,2011,14,0,0.0
闻喜县,2012,19,0,0.0
闻喜县,2013,25,0,0.0
闻喜县,2014,20,0,0.0
闻喜县,2015,17,0,0.0
闻喜县,2016,10,0,0.0
闻喜县,2017,8,0,0.0
闻喜县,2018,34,0,0.0
闻喜县,2019,20,0,0.0
闽侯县,2010,22,0,0.0
闽侯县,2011,75,0,0.0
闽侯县,2012,7,0,0.0
闽侯县,2013,14,0,0.0
闽侯县,2014,12,0,0.0
闽侯县,2015,10,0,0.0
闽侯县,2016,9,0,0.0
闽侯县,2017,9,0,0.0
闽侯县,2018,12,0,0.0
闽侯县,2019,4,0,0.0
闽清县,2010,35,0,0.0
闽清县,2011,67,0,0.0
闽清县,2012,4,0,0.0
闽清县,2013,14,0,0.0
闽清县,2014,19,0,0.0
闽清县,2015,12,0,0.0
闽清县,2016,12,0,0.0
闽清县,2017,10,0,0.0
闽清县,2018,4,0,0.0
闽清县,2019,6,0,0.0
阆中市,2010,1,0,0.0
阆中市,2013,2,0,0.0
阆中市,2015,3,0,0.0
阆中市,2016,5,0,0.0
阆中市,2017,6,0,0.0
阆中市,2018,9,0,0.0
阆中市,2019,1,0,0.0
阎良区,2010,1,0,0.0
阎良区,2011,2,0,0.0
阎良区,2012,2,0,0.0
阎良区,2013,2,0,0.0
阎良区,2015,6,0,0.0
阎良区,2016,7,0,0.0
阎良区,2017,2,0,0.0
阎良区,2019,3,0,0.0
阜南县,2010,23,0,0.0
阜南县,2011,58,0,0.0
阜南县,2012,125,0,0.0
阜南县,2013,63,0,0.0
阜南县,2014,95,0,0.0
阜南县,2015,17,0,0.0
阜南县,2016,7,0,0.0
阜南县,2017,17,0,0.0
阜南县,2018,9,0,0.0
阜南县,2019,17,0,0.0
阜城县,2010,16,0,0.0
阜城县,2011,11,0,0.0
阜城县,2012,13,0,0.0
阜城县,2013,24,0,0.0
阜城县,2014,9,0,0.0
阜城县,2015,22,0,0.0
阜城县,2016,30,0,0.0
阜城县,2017,28,0,0.0
阜城县,2018,25,0,0.0
阜城县,2019,19,0,0.0
阜宁县,2010,43,0,0.0
阜宁县,2011,52,0,0.0
阜宁县,2012,100,0,0.0
阜宁县,2013,56,0,0.0
阜宁县,2014,22,0,0.0
阜宁县,2015,33,0,0.0
阜宁县,2016,20,0,0.0
阜宁县,2017,29,0,0.0
阜宁县,2018,34,0,0.0
阜宁县,2019,13,0,0.0
阜平县,2010,3,0,0.0
阜平县,2011,4,0,0.0
阜平县,2012,1,0,0.0
阜平县,2013,4,0,0.0
阜平县,2014,8,0,0.0
阜平县,2015,3,0,0.0
阜平县,2016,3,0,0.0
阜平县,2017,9,0,0.0
阜平县,2018,12,0,0.0
阜平县,2019,9,0,0.0
阜康市,2010,7,0,0.0
阜康市,2011,16,0,0.0
阜康市,2012,28,0,0.0
阜康市,2013,28,0,0.0
阜康市,2014,14,0,0.0
阜康市,2015,11,0,0.0
阜康市,2016,9,0,0.0
阜康市,2017,7,0,0.0
阜康市,2018,13,0,0.0
阜康市,2019,16,0,0.0
阜新蒙古族自治县,2010,11,0,0.0
阜新蒙古族自治县,2011,32,0,0.0
阜新蒙古族自治县,2012,34,0,0.0
阜新蒙古族自治县,2013,89,0,0.0
阜新蒙古族自治县,2014,510,0,0.0
阜新蒙古族自治县,2015,268,0,0.0
阜新蒙古族自治县,2016,62,0,0.0
阜新蒙古族自治县,2017,16,0,0.0
阜新蒙古族自治县,2018,22,0,0.0
阜新蒙古族自治县,2019,41,0,0.0
防城区,2010,27,0,0.0
防城区,2011,45,0,0.0
防城区,2012,35,0,0.0
防城区,2013,37,0,0.0
防城区,2014,41,0,0.0
防城区,2015,24,0,0.0
防城区,2016,23,0,0.0
防城区,2017,19,0,0.0
防城区,2018,22,0,0.0
防城区,2019,20,0,0.0
阳东区,2010,20,0,0.0
阳东区,2011,38,0,0.0
阳东区,2012,31,0,0.0
阳东区,2013,61,0,0.0
阳东区,2014,52,0,0.0
阳东区,2015,65,0,0.0
阳东区,2016,12,0,0.0
阳东区,2017,29,0,0.0
阳东区,2018,33,0,0.0
阳东区,2019,21,0,0.0
阳信县,2010,10,0,0.0
阳信县,2011,3,0,0.0
阳信县,2012,12,0,0.0
阳信县,2013,18,0,0.0
阳信县,2014,10,0,0.0
阳信县,2015,21,0,0.0
阳信县,2016,23,0,0.0
阳信县,2017,27,0,0.0
阳信县,2018,23,0,0.0
阳信县,2019,28,0,0.0
阳原县,2010,3,0,0.0
阳原县,2011,3,0,0.0
阳原县,2012,13,0,0.0
阳原县,2013,32,0,0.0
阳原县,2014,19,0,0.0
阳原县,2015,15,0,0.0
阳原县,2016,35,0,0.0
阳原县,2017,31,0,0.0
阳原县,2018,45,0,0.0
阳原县,2019,78,0,0.0
阳城县,2010,23,0,0.0
阳城县,2011,21,0,0.0
阳城县,2012,24,0,0.0
阳城县,2013,25,0,0.0
阳城县,2014,42,0,0.0
阳城县,2015,28,0,0.0
阳城县,2016,29,0,0.0
阳城县,2017,41,0,0.0
阳城县,2018,26,0,0.0
阳城县,2019,23,0,0.0
阳山县,2010,115,0,0.0
阳山县,2011,83,0,0.0
阳山县,2012,102,0,0.0
阳山县,2013,170,0,0.0
阳山县,2014,248,0,0.0
阳山县,2015,111,0,0.0
阳山县,2016,100,0,0.0
阳山县,2017,96,0,0.0
阳山县,2018,51,0,0.0
阳山县,2019,33,0,0.0
阳新县,2010,84,0,0.0
阳新县,2011,134,0,0.0
阳新县,2012,129,0,0.0
阳新县,2013,153,0,0.0
阳新县,2014,152,0,0.0
阳新县,2015,19,0,0.0
阳新县,2016,122,0,0.0
阳新县,2017,40,0,0.0
阳新县,2018,61,0,0.0
阳新县,2019,80,0,0.0
阳明区,2010,2,0,0.0
阳明区,2011,6,1,0.16666666666666666
阳明区,2012,4,0,0.0
阳明区,2013,11,0,0.0
阳明区,2014,10,1,0.1
阳明区,2015,23,4,0.17391304347826086
阳明区,2016,30,0,0.0
阳明区,2017,29,0,0.0
阳明区,2018,18,0,0.0
阳明区,2019,20,2,0.1
阳春市,2010,73,0,0.0
阳春市,2011,80,0,0.0
阳春市,2012,44,0,0.0
阳春市,2013,53,0,0.0
阳春市,2014,85,0,0.0
阳春市,2015,99,0,0.0
阳春市,2016,50,0,0.0
阳春市,2017,55,0,0.0
阳春市,2018,58,0,0.0
阳春市,2019,48,0,0.0
阳曲县,2010,1,0,0.0
阳曲县,2011,16,0,0.0
阳曲县,2012,19,0,0.0
阳曲县,2013,31,0,0.0
阳曲县,2014,29,0,0.0
阳曲县,2015,27,0,0.0
阳曲县,2016,28,0,0.0
阳曲县,2017,23,0,0.0
阳曲县,2018,31,0,0.0
阳曲县,2019,34,0,0.0
阳朔县,2010,18,0,0.0
阳朔县,2011,14,0,0.0
阳朔县,2012,8,0,0.0
阳朔县,2013,32,0,0.0
阳朔县,2014,37,0,0.0
阳朔县,2015,12,0,0.0
阳朔县,2016,2,0,0.0
阳朔县,2017,13,0,0.0
阳朔县,2018,2,0,0.0
阳朔县,2019,3,0,0.0
阳西县,2010,58,0,0.0
阳西县,2011,31,0,0.0
阳西县,2012,17,0,0.0
阳西县,2013,24,0,0.0
阳西县,2014,48,0,0.0
阳西县,2015,38,0,0.0
阳西县,2016,22,0,0.0
阳西县,2017,16,0,0.0
阳西县,2018,31,0,0.0
阳西县,2019,35,0,0.0
阳谷县,2010,12,0,0.0
阳谷县,2011,9,0,0.0
阳谷县,2012,46,0,0.0
阳谷县,2013,62,0,0.0
阳谷县,2014,57,0,0.0
阳谷县,2015,27,0,0.0
阳谷县,2016,12,0,0.0
阳谷县,2017,27,0,0.0
阳谷县,2018,38,0,0.0
阳谷县,2019,25,0,0.0
阳高县,2010,4,0,0.0
阳高县,2011,13,0,0.0
阳高县,2012,23,0,0.0
阳高县,2013,40,0,0.0
阳高县,2014,18,0,0.0
阳高县,2015,38,0,0.0
阳高县,2016,60,0,0.0
阳高县,2017,83,0,0.0
阳高县,2018,56,0,0.0
阳高县,2019,101,0,0.0
阿克塞哈萨克族自治县,2014,1,0,0.0
阿克苏市,2010,9,0,0.0
阿克苏市,2011,10,0,0.0
阿克苏市,2012,17,0,0.0
阿克苏市,2013,24,0,0.0
阿克苏市,2014,25,0,0.0
阿克苏市,2015,18,0,0.0
阿克苏市,2016,14,0,0.0
阿克苏市,2017,26,0,0.0
阿克苏市,2018,33,0,0.0
阿克苏市,2019,31,0,0.0
阿克陶县,2010,2,0,0.0
阿克陶县,2011,3,0,0.0
阿克陶县,2012,1,0,0.0
阿克陶县,2013,2,0,0.0
阿克陶县,2014,3,0,0.0
阿克陶县,2018,1,0,0.0
阿克陶县,2019,2,0,0.0
阿勒泰市,2011,3,0,0.0
阿勒泰市,2012,2,0,0.0
阿勒泰市,2013,4,0,0.0
阿勒泰市,2014,7,0,0.0
阿勒泰市,2015,5,0,0.0
阿勒泰市,2016,15,0,0.0
阿勒泰市,2017,11,0,0.0
阿勒泰市,2018,2,0,0.0
阿勒泰市,2019,6,0,0.0
阿图什市,2014,2,0,0.0
阿图什市,2016,4,0,0.0
阿图什市,2017,3,0,0.0
阿图什市,2018,2,0,0.0
阿图什市,2019,3,0,0.0
阿坝县,2010,17,0,0.0
阿坝县,2011,8,0,0.0
阿坝县,2012,4,0,0.0
阿坝县,2013,20,0,0.0
阿坝县,2014,5,0,0.0
阿坝县,2015,7,0,0.0
阿坝县,2016,6,0,0.0
阿坝县,2017,24,0,0.0
阿坝县,2018,5,0,0.0
阿坝县,2019,22,0,0.0
阿城区,2010,8,3,0.375
阿城区,2011,44,10,0.22727272727272727
阿城区,2012,18,0,0.0
阿城区,2013,15,2,0.13333333333333333
阿城区,2014,101,0,0.0
阿城区,2015,90,0,0.0
阿城区,2016,92,0,0.0
阿城区,2017,234,0,0.0
阿城区,2018,143,0,0.0
阿城区,2019,31,0,0.0
阿尔山市,2010,19,0,0.0
阿尔山市,2011,23,0,0.0
阿尔山市,2012,29,0,0.0
阿尔山市,2013,7,0,0.0
阿尔山市,2014,27,0,0.0
阿尔山市,2015,16,0,0.0
阿尔山市,2016,8,0,0.0
阿尔山市,2017,7,0,0.0
阿尔山市,2018,6,0,0.0
阿尔山市,2019,7,0,0.0
阿巴嘎旗,2012,1,0,0.0
阿巴嘎旗,2013,4,0,0.0
阿巴嘎旗,2014,4,0,0.0
阿巴嘎旗,2015,2,0,0.0
阿巴嘎旗,2016,3,0,0.0
阿巴嘎旗,2018,2,0,0.0
阿巴嘎旗,2019,1,0,0.0
阿拉善右旗,2010,1,0,0.0
阿拉善右旗,2011,2,0,0.0
阿拉善右旗,2012,4,0,0.0
阿拉善右旗,2013,5,0,0.0
阿拉善右旗,2014,4,0,0.0
阿拉善右旗,2015,1,0,0.0
阿拉善右旗,2016,2,0,0.0
阿拉善右旗,2017,4,0,0.0
阿拉善右旗,2018,3,0,0.0
阿拉善左旗,2010,13,0,0.0
阿拉善左旗,2011,23,0,0.0
阿拉善左旗,2012,37,0,0.0
阿拉善左旗,2013,38,0,0.0
阿拉善左旗,2014,16,0,0.0
阿拉善左旗,2015,25,0,0.0
阿拉善左旗,2016,16,0,0.0
阿拉善左旗,2017,17,0,0.0
阿拉善左旗,2018,31,0,0.0
阿拉善左旗,2019,22,0,0.0
阿拉尔市,2010,2,0,0.0
阿拉尔市,2012,2,0,0.0
阿拉尔市,2013,8,0,0.0
阿拉尔市,2014,6,0,0.0
阿拉尔市,2015,6,0,0.0
阿拉尔市,2016,4,0,0.0
阿拉尔市,2017,5,0,0.0
阿拉尔市,2018,7,0,0.0
阿拉尔市,2019,16,0,0.0
阿拉山口市,2011,3,0,0.0
阿瓦提县,2010,3,0,0.0
阿瓦提县,2011,2,0,0.0
阿瓦提县,2012,1,0,0.0
阿瓦提县,2013,1,0,0.0
阿瓦提县,2014,3,0,0.0
阿瓦提县,2015,4,0,0.0
阿瓦提县,2016,2,0,0.0
阿瓦提县,2017,1,0,0.0
阿瓦提县,2018,1,0,0.0
阿瓦提县,2019,8,0,0.0
阿荣旗,2010,85,0,0.0
阿荣旗,2011,114,0,0.0
阿荣旗,2012,67,0,0.0
阿荣旗,2013,94,0,0.0
阿荣旗,2014,209,0,0.0
阿荣旗,2015,258,0,0.0
阿荣旗,2016,173,0,0.0
阿荣旗,2017,359,0,0.0
阿荣旗,2018,109,0,0.0
阿荣旗,2019,238,0,0.0
阿鲁科尔沁旗,2010,1,0,0.0
阿鲁科尔沁旗,2011,6,0,0.0
阿鲁科尔沁旗,2012,4,0,0.0
阿鲁科尔沁旗,2013,37,0,0.0
阿鲁科尔沁旗,2014,39,0,0.0
阿鲁科尔沁旗,2015,17,0,0.0
阿鲁科尔沁旗,2016,26,0,0.0
阿鲁科尔沁旗,2017,56,0,0.0
阿鲁科尔沁旗,2018,17,0,0.0
阿鲁科尔沁旗,2019,25,0,0.0
陆丰市,2010,26,0,0.0
陆丰市,2011,100,0,0.0
陆丰市,2012,22,0,0.0
陆丰市,2013,90,0,0.0
陆丰市,2014,115,0,0.0
陆丰市,2015,90,0,0.0
陆丰市,2016,15,0,0.0
陆丰市,2017,37,0,0.0
陆丰市,2018,27,0,0.0
陆丰市,2019,31,0,0.0
陆川县,2010,88,0,0.0
陆川县,2011,86,0,0.0
陆川县,2012,40,0,0.0
陆川县,2013,104,0,0.0
陆川县,2014,118,0,0.0
陆川县,2015,113,0,0.0
陆川县,2016,67,0,0.0
陆川县,2017,72,0,0.0
陆川县,2018,51,0,0.0
陆川县,2019,71,0,0.0
陆河县,2010,21,0,0.0
陆河县,2011,67,0,0.0
陆河县,2012,24,0,0.0
陆河县,2013,57,0,0.0
陆河县,2014,109,0,0.0
陆河县,2015,32,0,0.0
陆河县,2016,25,0,0.0
陆河县,2017,25,0,0.0
陆河县,2018,24,0,0.0
陆河县,2019,15,0,0.0
陆良县,2010,45,0,0.0
陆良县,2011,2,0,0.0
陆良县,2012,9,0,0.0
陆良县,2013,18,0,0.0
陆良县,2014,10,0,0.0
陆良县,2015,13,0,0.0
陆良县,2016,17,0,0.0
陆良县,2017,9,0,0.0
陆良县,2018,10,0,0.0
陆良县,2019,24,0,0.0
陇县,2010,1,0,0.0
陇县,2013,6,0,0.0
陇县,2014,17,0,0.0
陇县,2015,2,0,0.0
陇县,2016,1,0,0.0
陇县,2017,4,0,0.0
陇县,2018,1,0,0.0
陇县,2019,1,0,0.0
陇川县,2010,31,0,0.0
陇川县,2011,40,0,0.0
陇川县,2012,143,0,0.0
陇川县,2013,58,0,0.0
陇川县,2014,82,0,0.0
陇川县,2015,24,0,0.0
陇川县,2016,34,0,0.0
陇川县,2017,33,0,0.0
陇川县,2018,33,0,0.0
陇川县,2019,23,0,0.0
陇西县,2010,2,0,0.0
陇西县,2011,3,0,0.0
陇西县,2013,8,0,0.0
陇西县,2014,6,0,0.0
陇西县,2015,3,0,0.0
陇西县,2016,9,0,0.0
陇西县,2017,18,0,0.0
陇西县,2018,10,0,0.0
