县名,年份,月份,火点数量,农业焚烧数量,农业焚烧比例
华容区,2019,6,5,0,0.0
华容区,2019,7,1,0,0.0
华容区,2019,8,1,0,0.0
华容区,2019,9,4,0,0.0
华容区,2019,10,2,0,0.0
华容区,2019,11,2,0,0.0
华容县,2010,3,3,0,0.0
华容县,2010,8,1,0,0.0
华容县,2010,12,1,0,0.0
华容县,2011,1,1,0,0.0
华容县,2011,2,3,0,0.0
华容县,2011,3,3,0,0.0
华容县,2011,4,1,0,0.0
华容县,2011,5,1,0,0.0
华容县,2011,6,2,0,0.0
华容县,2011,7,2,0,0.0
华容县,2011,8,1,0,0.0
华容县,2011,11,1,0,0.0
华容县,2012,2,5,0,0.0
华容县,2012,4,1,0,0.0
华容县,2012,6,1,0,0.0
华容县,2012,7,4,0,0.0
华容县,2012,9,1,0,0.0
华容县,2013,3,1,0,0.0
华容县,2013,5,2,0,0.0
华容县,2013,8,1,0,0.0
华容县,2013,10,5,0,0.0
华容县,2013,12,5,0,0.0
华容县,2014,1,9,0,0.0
华容县,2014,3,1,0,0.0
华容县,2014,6,1,0,0.0
华容县,2014,10,1,0,0.0
华容县,2014,12,3,0,0.0
华容县,2015,1,3,0,0.0
华容县,2015,2,7,0,0.0
华容县,2015,3,1,0,0.0
华容县,2015,5,1,0,0.0
华容县,2015,6,1,0,0.0
华容县,2015,7,1,0,0.0
华容县,2015,10,4,0,0.0
华容县,2016,2,4,0,0.0
华容县,2016,3,4,0,0.0
华容县,2016,4,1,0,0.0
华容县,2016,5,1,0,0.0
华容县,2016,6,1,0,0.0
华容县,2016,7,1,0,0.0
华容县,2016,8,4,0,0.0
华容县,2016,10,1,0,0.0
华容县,2016,12,2,0,0.0
华容县,2017,2,2,0,0.0
华容县,2017,4,1,0,0.0
华容县,2017,5,1,0,0.0
华容县,2017,6,1,0,0.0
华容县,2017,10,13,0,0.0
华容县,2017,12,1,0,0.0
华容县,2018,2,5,0,0.0
华容县,2018,3,3,0,0.0
华容县,2018,4,2,0,0.0
华容县,2018,6,2,0,0.0
华容县,2018,7,2,0,0.0
华容县,2018,8,1,0,0.0
华容县,2018,10,3,0,0.0
华容县,2019,3,2,0,0.0
华容县,2019,4,2,0,0.0
华容县,2019,5,2,0,0.0
华容县,2019,6,1,0,0.0
华容县,2019,7,2,0,0.0
华容县,2019,8,1,0,0.0
华容县,2019,10,5,0,0.0
华容县,2019,11,11,0,0.0
华州区,2010,1,1,0,0.0
华州区,2010,3,4,0,0.0
华州区,2010,6,4,0,0.0
华州区,2010,8,1,0,0.0
华州区,2010,12,1,0,0.0
华州区,2011,2,2,0,0.0
华州区,2011,6,3,0,0.0
华州区,2012,6,13,0,0.0
华州区,2012,11,1,0,0.0
华州区,2013,3,2,0,0.0
华州区,2013,6,1,0,0.0
华州区,2013,9,1,0,0.0
华州区,2013,10,1,0,0.0
华州区,2013,11,3,0,0.0
华州区,2013,12,1,0,0.0
华州区,2014,1,6,0,0.0
华州区,2014,5,1,0,0.0
华州区,2014,7,1,0,0.0
华州区,2015,7,2,0,0.0
华州区,2016,5,3,0,0.0
华州区,2016,6,1,0,0.0
华州区,2017,3,1,0,0.0
华州区,2018,4,3,0,0.0
华州区,2018,7,1,0,0.0
华州区,2019,1,1,0,0.0
华州区,2019,4,1,0,0.0
华州区,2019,5,1,0,0.0
华州区,2019,6,1,0,0.0
华州区,2019,7,3,0,0.0
华州区,2019,9,1,0,0.0
华池县,2014,7,1,0,0.0
华池县,2015,1,1,0,0.0
华池县,2015,3,1,0,0.0
华池县,2016,3,1,0,0.0
华池县,2017,2,1,0,0.0
华池县,2019,2,1,0,0.0
华池县,2019,3,1,0,0.0
华池县,2019,4,4,0,0.0
华蓥市,2010,8,1,0,0.0
华蓥市,2011,2,1,0,0.0
华蓥市,2011,4,1,0,0.0
华蓥市,2011,8,2,0,0.0
华蓥市,2012,4,1,0,0.0
华蓥市,2012,12,2,0,0.0
华蓥市,2013,3,2,0,0.0
华蓥市,2013,4,1,0,0.0
华蓥市,2013,5,2,0,0.0
华蓥市,2013,6,2,0,0.0
华蓥市,2013,7,1,0,0.0
华蓥市,2013,8,1,0,0.0
华蓥市,2014,5,1,0,0.0
华蓥市,2014,7,4,0,0.0
华蓥市,2014,8,1,0,0.0
华蓥市,2015,3,2,0,0.0
华蓥市,2015,4,1,0,0.0
华蓥市,2015,7,3,0,0.0
华蓥市,2015,8,1,0,0.0
华蓥市,2016,4,1,0,0.0
华蓥市,2016,5,1,0,0.0
华蓥市,2016,7,2,0,0.0
华蓥市,2016,8,2,0,0.0
华蓥市,2016,9,1,0,0.0
华蓥市,2017,4,2,0,0.0
华蓥市,2017,5,1,0,0.0
华蓥市,2017,7,7,0,0.0
华蓥市,2017,8,1,0,0.0
华蓥市,2018,4,1,0,0.0
华蓥市,2018,5,2,0,0.0
华蓥市,2018,7,3,0,0.0
华蓥市,2018,8,4,0,0.0
华蓥市,2018,9,1,0,0.0
华蓥市,2019,4,1,0,0.0
华蓥市,2019,8,3,0,0.0
华阴市,2010,2,1,0,0.0
华阴市,2010,5,1,0,0.0
华阴市,2010,6,1,0,0.0
华阴市,2010,8,2,0,0.0
华阴市,2010,10,3,0,0.0
华阴市,2010,11,3,0,0.0
华阴市,2011,4,3,0,0.0
华阴市,2011,5,1,0,0.0
华阴市,2011,10,3,0,0.0
华阴市,2012,3,4,0,0.0
华阴市,2012,6,1,0,0.0
华阴市,2012,8,3,0,0.0
华阴市,2012,9,4,0,0.0
华阴市,2012,10,1,0,0.0
华阴市,2012,11,2,0,0.0
华阴市,2013,4,1,0,0.0
华阴市,2013,8,1,0,0.0
华阴市,2013,9,4,0,0.0
华阴市,2013,10,21,0,0.0
华阴市,2013,12,1,0,0.0
华阴市,2014,5,2,0,0.0
华阴市,2014,7,1,0,0.0
华阴市,2014,10,2,0,0.0
华阴市,2014,11,1,0,0.0
华阴市,2015,3,1,0,0.0
华阴市,2015,7,1,0,0.0
华阴市,2015,8,1,0,0.0
华阴市,2015,10,1,0,0.0
华阴市,2015,11,1,0,0.0
华阴市,2015,12,1,0,0.0
华阴市,2016,1,1,0,0.0
华阴市,2016,5,1,0,0.0
华阴市,2016,9,1,0,0.0
华阴市,2017,2,2,0,0.0
华阴市,2017,3,2,0,0.0
华阴市,2017,8,1,0,0.0
华阴市,2018,7,1,0,0.0
华阴市,2018,8,2,0,0.0
华阴市,2019,3,2,0,0.0
华阴市,2019,7,1,0,0.0
华阴市,2019,9,1,0,0.0
华龙区,2010,10,4,0,0.0
华龙区,2011,5,1,0,0.0
华龙区,2011,6,6,0,0.0
华龙区,2011,7,1,0,0.0
华龙区,2011,8,1,0,0.0
华龙区,2011,10,1,0,0.0
华龙区,2011,11,4,0,0.0
华龙区,2012,4,3,0,0.0
华龙区,2012,5,3,0,0.0
华龙区,2012,6,2,0,0.0
华龙区,2012,7,1,0,0.0
华龙区,2012,11,1,0,0.0
华龙区,2013,5,1,0,0.0
华龙区,2013,6,8,0,0.0
华龙区,2013,7,3,0,0.0
华龙区,2013,12,1,0,0.0
华龙区,2014,1,1,0,0.0
华龙区,2014,3,1,0,0.0
华龙区,2014,4,1,0,0.0
华龙区,2014,5,2,0,0.0
华龙区,2014,6,1,0,0.0
华龙区,2014,7,6,0,0.0
华龙区,2014,8,1,0,0.0
华龙区,2014,11,1,0,0.0
华龙区,2015,4,1,0,0.0
华龙区,2015,5,2,0,0.0
华龙区,2015,6,5,0,0.0
华龙区,2015,7,5,0,0.0
华龙区,2015,10,1,0,0.0
华龙区,2016,4,1,0,0.0
华龙区,2016,5,2,0,0.0
华龙区,2016,6,6,0,0.0
华龙区,2016,7,3,0,0.0
华龙区,2016,8,1,0,0.0
华龙区,2017,3,1,0,0.0
华龙区,2017,4,1,0,0.0
华龙区,2017,5,2,0,0.0
华龙区,2017,6,6,0,0.0
华龙区,2017,7,2,0,0.0
华龙区,2018,2,1,0,0.0
华龙区,2018,5,1,0,0.0
华龙区,2018,6,5,0,0.0
华龙区,2018,7,9,0,0.0
华龙区,2019,3,1,0,0.0
华龙区,2019,5,1,0,0.0
华龙区,2019,6,2,0,0.0
华龙区,2019,7,5,0,0.0
卓尼县,2010,1,4,0,0.0
卓尼县,2010,2,9,0,0.0
卓尼县,2010,3,5,0,0.0
卓尼县,2010,12,3,0,0.0
卓尼县,2011,3,2,0,0.0
卓尼县,2012,12,5,0,0.0
卓尼县,2013,1,1,0,0.0
卓尼县,2013,3,13,0,0.0
卓尼县,2013,7,1,0,0.0
卓尼县,2013,12,1,0,0.0
卓尼县,2014,1,1,0,0.0
卓尼县,2014,2,3,0,0.0
卓尼县,2014,5,1,0,0.0
卓尼县,2015,7,1,0,0.0
卓尼县,2016,3,3,0,0.0
卓尼县,2018,4,4,0,0.0
卓尼县,2018,6,1,0,0.0
卓尼县,2018,7,1,0,0.0
卓资县,2011,3,1,0,0.0
卓资县,2012,9,1,0,0.0
卓资县,2012,10,2,0,0.0
卓资县,2013,3,3,0,0.0
卓资县,2013,4,2,0,0.0
卓资县,2013,6,1,0,0.0
卓资县,2013,7,1,0,0.0
卓资县,2013,8,1,0,0.0
卓资县,2013,9,5,0,0.0
卓资县,2013,10,11,0,0.0
卓资县,2013,11,6,0,0.0
卓资县,2013,12,3,0,0.0
卓资县,2014,1,22,0,0.0
卓资县,2014,3,27,0,0.0
卓资县,2014,4,33,0,0.0
卓资县,2014,5,1,0,0.0
卓资县,2014,7,1,0,0.0
卓资县,2014,9,3,0,0.0
卓资县,2014,10,2,0,0.0
卓资县,2015,5,4,0,0.0
卓资县,2015,6,2,0,0.0
卓资县,2015,7,1,0,0.0
卓资县,2015,8,2,0,0.0
卓资县,2016,5,2,0,0.0
卓资县,2016,6,1,0,0.0
卓资县,2016,7,3,0,0.0
卓资县,2017,2,1,0,0.0
卓资县,2017,4,2,0,0.0
卓资县,2017,5,1,0,0.0
卓资县,2017,7,2,0,0.0
卓资县,2017,8,1,0,0.0
卓资县,2017,10,1,0,0.0
卓资县,2018,3,1,0,0.0
卓资县,2018,4,1,0,0.0
卓资县,2018,5,1,0,0.0
卓资县,2018,8,2,0,0.0
卓资县,2018,9,1,0,0.0
卓资县,2019,3,2,0,0.0
卓资县,2019,4,6,0,0.0
卓资县,2019,5,2,0,0.0
卓资县,2019,6,4,0,0.0
卓资县,2019,8,1,0,0.0
单县,2010,3,1,0,0.0
单县,2010,4,2,0,0.0
单县,2010,5,2,0,0.0
单县,2010,6,16,0,0.0
单县,2010,7,3,0,0.0
单县,2010,8,1,0,0.0
单县,2010,10,1,0,0.0
单县,2011,4,1,0,0.0
单县,2011,5,6,0,0.0
单县,2011,6,20,0,0.0
单县,2011,7,6,0,0.0
单县,2012,5,3,0,0.0
单县,2012,6,45,0,0.0
单县,2012,7,3,0,0.0
单县,2013,4,3,0,0.0
单县,2013,5,4,0,0.0
单县,2013,6,9,0,0.0
单县,2013,7,1,0,0.0
单县,2013,8,1,0,0.0
单县,2014,5,1,0,0.0
单县,2014,6,4,0,0.0
单县,2014,7,2,0,0.0
单县,2014,8,3,0,0.0
单县,2015,4,2,0,0.0
单县,2015,5,8,0,0.0
单县,2015,6,11,0,0.0
单县,2015,7,3,0,0.0
单县,2015,9,1,0,0.0
单县,2015,10,22,0,0.0
单县,2016,3,1,0,0.0
单县,2016,4,4,0,0.0
单县,2016,5,4,0,0.0
单县,2016,6,5,0,0.0
单县,2016,8,2,0,0.0
单县,2017,2,1,0,0.0
单县,2017,5,10,0,0.0
单县,2017,6,2,0,0.0
单县,2017,7,1,0,0.0
单县,2017,8,2,0,0.0
单县,2017,11,2,0,0.0
单县,2017,12,1,0,0.0
单县,2018,2,1,0,0.0
单县,2018,4,1,0,0.0
单县,2018,6,2,0,0.0
单县,2018,7,8,0,0.0
单县,2018,8,1,0,0.0
单县,2018,11,1,0,0.0
单县,2019,3,1,0,0.0
单县,2019,4,2,0,0.0
单县,2019,6,1,0,0.0
单县,2019,8,3,0,0.0
单县,2019,10,2,0,0.0
南丰县,2010,1,6,0,0.0
南丰县,2010,2,8,0,0.0
南丰县,2010,3,19,0,0.0
南丰县,2010,4,2,0,0.0
南丰县,2010,8,1,0,0.0
南丰县,2010,11,3,0,0.0
南丰县,2010,12,9,0,0.0
南丰县,2011,1,2,0,0.0
南丰县,2011,2,46,0,0.0
南丰县,2011,3,21,0,0.0
南丰县,2011,4,1,0,0.0
南丰县,2011,7,1,0,0.0
南丰县,2011,8,3,0,0.0
南丰县,2011,9,2,0,0.0
南丰县,2011,10,1,0,0.0
南丰县,2012,2,6,0,0.0
南丰县,2012,3,48,0,0.0
南丰县,2012,4,2,0,0.0
南丰县,2012,5,5,0,0.0
南丰县,2012,7,1,0,0.0
南丰县,2013,1,2,0,0.0
南丰县,2013,2,7,0,0.0
南丰县,2013,3,24,0,0.0
南丰县,2013,4,3,0,0.0
南丰县,2013,7,1,0,0.0
南丰县,2013,8,2,0,0.0
南丰县,2013,9,1,0,0.0
南丰县,2013,10,1,0,0.0
南丰县,2014,1,8,0,0.0
南丰县,2014,3,5,0,0.0
南丰县,2014,9,1,0,0.0
南丰县,2015,1,2,0,0.0
南丰县,2015,4,1,0,0.0
南丰县,2016,3,1,0,0.0
南丰县,2016,5,1,0,0.0
南丰县,2017,1,1,0,0.0
南丰县,2017,7,1,0,0.0
南丰县,2017,8,1,0,0.0
南丰县,2018,1,1,0,0.0
南丰县,2018,4,1,0,0.0
南丰县,2019,9,1,0,0.0
南丰县,2019,12,1,0,0.0
南丹县,2010,1,8,0,0.0
南丹县,2010,2,59,0,0.0
南丹县,2010,3,35,0,0.0
南丹县,2010,5,1,0,0.0
南丹县,2010,10,1,0,0.0
南丹县,2010,11,1,0,0.0
南丹县,2011,2,11,0,0.0
南丹县,2011,3,2,0,0.0
南丹县,2011,4,1,0,0.0
南丹县,2011,5,2,0,0.0
南丹县,2011,7,2,0,0.0
南丹县,2011,8,3,0,0.0
南丹县,2011,10,1,0,0.0
南丹县,2011,11,1,0,0.0
南丹县,2011,12,4,0,0.0
南丹县,2012,3,15,0,0.0
南丹县,2012,4,1,0,0.0
南丹县,2012,10,2,0,0.0
南丹县,2012,12,6,0,0.0
南丹县,2013,1,7,0,0.0
南丹县,2013,2,2,0,0.0
南丹县,2013,3,33,0,0.0
南丹县,2013,4,1,0,0.0
南丹县,2013,8,1,0,0.0
南丹县,2013,9,1,0,0.0
南丹县,2013,10,3,0,0.0
南丹县,2013,11,2,0,0.0
南丹县,2013,12,5,0,0.0
南丹县,2014,1,48,0,0.0
南丹县,2014,8,4,0,0.0
南丹县,2014,9,1,0,0.0
南丹县,2014,11,1,0,0.0
南丹县,2014,12,2,0,0.0
南丹县,2015,1,4,0,0.0
南丹县,2015,2,7,0,0.0
南丹县,2015,3,3,0,0.0
南丹县,2015,4,20,0,0.0
南丹县,2015,8,1,0,0.0
南丹县,2016,1,1,0,0.0
南丹县,2016,2,30,0,0.0
南丹县,2016,8,3,0,0.0
南丹县,2016,11,4,0,0.0
南丹县,2016,12,4,0,0.0
南丹县,2017,1,1,0,0.0
南丹县,2017,2,14,0,0.0
南丹县,2017,4,4,0,0.0
南丹县,2017,7,2,0,0.0
南丹县,2017,8,1,0,0.0
南丹县,2017,9,1,0,0.0
南丹县,2017,12,3,0,0.0
南丹县,2018,2,1,0,0.0
南丹县,2018,3,34,0,0.0
南丹县,2018,4,9,0,0.0
南丹县,2018,6,1,0,0.0
南丹县,2018,8,1,0,0.0
南丹县,2018,9,3,0,0.0
南丹县,2018,10,1,0,0.0
南丹县,2018,11,8,0,0.0
南丹县,2019,2,1,0,0.0
南丹县,2019,3,5,0,0.0
南丹县,2019,4,6,0,0.0
南丹县,2019,8,5,0,0.0
南丹县,2019,9,1,0,0.0
南丹县,2019,10,2,0,0.0
南丹县,2019,11,7,0,0.0
南丹县,2019,12,14,0,0.0
南乐县,2010,10,1,0,0.0
南乐县,2011,3,3,0,0.0
南乐县,2011,4,1,0,0.0
南乐县,2011,6,3,0,0.0
南乐县,2011,10,1,0,0.0
南乐县,2012,7,3,0,0.0
南乐县,2012,9,1,0,0.0
南乐县,2012,10,2,0,0.0
南乐县,2013,3,1,0,0.0
南乐县,2013,5,1,0,0.0
南乐县,2013,6,3,0,0.0
南乐县,2013,7,3,0,0.0
南乐县,2013,8,1,0,0.0
南乐县,2013,9,7,0,0.0
南乐县,2014,4,1,0,0.0
南乐县,2014,5,2,0,0.0
南乐县,2014,7,4,0,0.0
南乐县,2014,8,1,0,0.0
南乐县,2014,10,4,0,0.0
南乐县,2015,3,2,0,0.0
南乐县,2015,5,1,0,0.0
南乐县,2015,6,18,0,0.0
南乐县,2015,7,3,0,0.0
南乐县,2016,2,3,0,0.0
南乐县,2016,4,1,0,0.0
南乐县,2016,5,3,0,0.0
南乐县,2016,6,2,0,0.0
南乐县,2016,7,1,0,0.0
南乐县,2017,2,1,0,0.0
南乐县,2017,3,2,0,0.0
南乐县,2017,5,3,0,0.0
南乐县,2017,6,8,0,0.0
南乐县,2017,7,1,0,0.0
南乐县,2017,8,3,0,0.0
南乐县,2018,3,2,0,0.0
南乐县,2018,6,2,0,0.0
南乐县,2018,7,1,0,0.0
南乐县,2018,10,1,0,0.0
南乐县,2019,2,2,0,0.0
南乐县,2019,3,2,0,0.0
南乐县,2019,6,6,0,0.0
南乐县,2019,7,2,0,0.0
南关区,2010,4,1,0,0.0
南关区,2010,10,1,0,0.0
南关区,2011,5,2,0,0.0
南关区,2011,6,3,0,0.0
南关区,2011,7,1,0,0.0
南关区,2011,9,1,0,0.0
南关区,2011,10,5,0,0.0
南关区,2012,6,2,0,0.0
南关区,2012,7,3,0,0.0
南关区,2012,8,1,0,0.0
南关区,2013,4,1,0,0.0
南关区,2013,5,2,0,0.0
南关区,2013,8,1,0,0.0
南关区,2013,10,1,0,0.0
南关区,2014,4,2,0,0.0
南关区,2014,7,1,0,0.0
南关区,2014,10,7,0,0.0
南关区,2014,11,2,0,0.0
南关区,2015,3,2,0,0.0
南关区,2015,4,13,0,0.0
南关区,2015,5,1,0,0.0
南关区,2015,10,3,0,0.0
南关区,2015,11,1,0,0.0
南关区,2016,3,6,0,0.0
南关区,2016,4,2,0,0.0
南关区,2016,5,1,0,0.0
南关区,2016,7,1,0,0.0
南关区,2017,4,7,0,0.0
南关区,2017,7,1,0,0.0
南关区,2017,11,3,0,0.0
南关区,2018,3,1,0,0.0
南关区,2018,4,7,0,0.0
南关区,2018,9,1,0,0.0
南关区,2019,3,5,0,0.0
南关区,2019,4,3,0,0.0
南关区,2019,5,1,0,0.0
南华县,2010,2,4,0,0.0
南华县,2010,3,2,0,0.0
南华县,2012,1,1,0,0.0
南华县,2012,2,2,0,0.0
南华县,2013,1,1,0,0.0
南华县,2013,3,2,0,0.0
南华县,2013,6,2,0,0.0
南华县,2013,8,1,0,0.0
南华县,2014,1,1,0,0.0
南华县,2014,2,3,0,0.0
南华县,2014,3,2,0,0.0
南华县,2015,3,1,0,0.0
南华县,2015,10,1,0,0.0
南华县,2017,3,1,0,0.0
南华县,2017,12,1,0,0.0
南华县,2018,1,2,0,0.0
南华县,2018,2,1,0,0.0
南华县,2018,12,1,0,0.0
南华县,2019,3,1,0,0.0
南华县,2019,8,1,0,0.0
南华县,2019,12,1,0,0.0
南县,2010,1,8,0,0.0
南县,2010,2,3,0,0.0
南县,2010,11,1,0,0.0
南县,2010,12,1,0,0.0
南县,2011,2,1,0,0.0
南县,2011,3,4,0,0.0
南县,2011,10,3,0,0.0
南县,2012,2,2,0,0.0
南县,2012,7,1,0,0.0
南县,2012,8,1,0,0.0
南县,2012,9,5,0,0.0
南县,2013,3,1,0,0.0
南县,2013,4,2,0,0.0
南县,2013,5,1,0,0.0
南县,2013,10,13,0,0.0
南县,2013,12,4,0,0.0
南县,2014,1,9,0,0.0
南县,2014,3,1,0,0.0
南县,2014,9,1,0,0.0
南县,2014,10,3,0,0.0
南县,2015,1,1,0,0.0
南县,2015,2,5,0,0.0
南县,2015,10,11,0,0.0
南县,2016,4,1,0,0.0
南县,2016,7,1,0,0.0
南县,2016,9,1,0,0.0
南县,2016,12,2,0,0.0
南县,2017,1,1,0,0.0
南县,2017,2,1,0,0.0
南县,2017,7,1,0,0.0
南县,2017,8,2,0,0.0
南县,2017,10,19,0,0.0
南县,2017,11,2,0,0.0
南县,2018,1,2,0,0.0
南县,2018,2,4,0,0.0
南县,2018,6,1,0,0.0
南县,2018,7,1,0,0.0
南县,2018,10,10,0,0.0
南县,2019,4,1,0,0.0
南县,2019,6,1,0,0.0
南县,2019,8,1,0,0.0
南县,2019,9,2,0,0.0
南县,2019,10,1,0,0.0
南县,2019,11,1,0,0.0
南召县,2010,2,4,0,0.0
南召县,2010,3,15,0,0.0
南召县,2010,4,1,0,0.0
南召县,2010,11,4,0,0.0
南召县,2010,12,2,0,0.0
南召县,2011,1,3,0,0.0
南召县,2011,2,29,0,0.0
南召县,2011,3,41,0,0.0
南召县,2011,4,38,0,0.0
南召县,2011,6,1,0,0.0
南召县,2012,2,1,0,0.0
南召县,2012,3,13,0,0.0
南召县,2012,4,16,0,0.0
南召县,2012,6,2,0,0.0
南召县,2013,1,3,0,0.0
南召县,2013,2,13,0,0.0
南召县,2013,3,101,0,0.0
南召县,2013,4,32,0,0.0
南召县,2013,5,4,0,0.0
南召县,2013,11,2,0,0.0
南召县,2013,12,4,0,0.0
南召县,2014,1,19,0,0.0
南召县,2014,2,1,0,0.0
南召县,2014,3,39,0,0.0
南召县,2014,4,17,0,0.0
南召县,2014,5,1,0,0.0
南召县,2014,12,1,0,0.0
南召县,2015,2,4,0,0.0
南召县,2015,3,5,0,0.0
南召县,2015,4,2,0,0.0
南召县,2015,12,1,0,0.0
南召县,2016,1,2,0,0.0
南召县,2016,2,49,0,0.0
南召县,2016,3,19,0,0.0
南召县,2016,4,2,0,0.0
南召县,2016,5,1,0,0.0
南召县,2016,7,1,0,0.0
南召县,2016,8,1,0,0.0
南召县,2017,3,6,0,0.0
南召县,2017,4,2,0,0.0
南召县,2017,5,2,0,0.0
南召县,2017,12,1,0,0.0
南召县,2018,2,3,0,0.0
南召县,2018,3,2,0,0.0
南召县,2018,4,6,0,0.0
南召县,2018,8,2,0,0.0
南召县,2018,10,3,0,0.0
南召县,2019,1,1,0,0.0
南召县,2019,2,3,0,0.0
南召县,2019,3,32,0,0.0
南召县,2019,4,7,0,0.0
南召县,2019,5,1,0,0.0
南召县,2019,6,1,0,0.0
南召县,2019,7,1,0,0.0
南召县,2019,11,1,0,0.0
南和县,2010,6,3,0,0.0
南和县,2010,7,2,0,0.0
南和县,2011,1,1,0,0.0
南和县,2011,4,2,0,0.0
南和县,2011,5,1,0,0.0
南和县,2011,6,16,0,0.0
南和县,2011,7,4,0,0.0
南和县,2012,2,1,0,0.0
南和县,2012,3,1,0,0.0
南和县,2012,4,2,0,0.0
南和县,2012,5,1,0,0.0
南和县,2012,6,28,0,0.0
南和县,2012,7,7,0,0.0
南和县,2012,9,2,0,0.0
南和县,2013,4,1,0,0.0
南和县,2013,5,4,0,0.0
南和县,2013,6,6,0,0.0
南和县,2013,7,8,0,0.0
南和县,2013,8,1,0,0.0
南和县,2013,9,1,0,0.0
南和县,2013,10,1,0,0.0
南和县,2013,11,2,0,0.0
南和县,2014,4,2,0,0.0
南和县,2014,5,8,0,0.0
南和县,2014,6,3,0,0.0
南和县,2014,7,8,0,0.0
南和县,2014,8,3,0,0.0
南和县,2014,9,2,0,0.0
南和县,2015,1,1,0,0.0
南和县,2015,3,1,0,0.0
南和县,2015,4,1,0,0.0
南和县,2015,5,4,0,0.0
南和县,2015,6,15,0,0.0
南和县,2015,7,13,0,0.0
南和县,2015,8,2,0,0.0
南和县,2015,10,1,0,0.0
南和县,2016,4,3,0,0.0
南和县,2016,5,5,0,0.0
南和县,2016,6,8,0,0.0
南和县,2016,7,5,0,0.0
南和县,2016,8,3,0,0.0
南和县,2016,9,1,0,0.0
南和县,2017,2,1,0,0.0
南和县,2017,3,2,0,0.0
南和县,2017,4,1,0,0.0
南和县,2017,5,2,0,0.0
南和县,2017,6,70,0,0.0
南和县,2017,7,6,0,0.0
南和县,2017,9,2,0,0.0
南和县,2017,10,2,0,0.0
南和县,2017,11,1,0,0.0
南和县,2018,2,1,0,0.0
南和县,2018,3,5,0,0.0
南和县,2018,4,1,0,0.0
南和县,2018,5,2,0,0.0
南和县,2018,6,8,0,0.0
南和县,2018,7,1,0,0.0
南和县,2018,8,4,0,0.0
南和县,2018,9,1,0,0.0
南和县,2018,10,1,0,0.0
南和县,2019,3,3,0,0.0
南和县,2019,4,1,0,0.0
南和县,2019,6,6,0,0.0
南和县,2019,7,7,0,0.0
南和县,2019,9,1,0,0.0
南和县,2019,10,1,0,0.0
南城县,2010,1,18,0,0.0
南城县,2010,2,13,0,0.0
南城县,2010,3,15,0,0.0
南城县,2010,12,7,0,0.0
南城县,2011,2,26,0,0.0
南城县,2011,3,6,0,0.0
南城县,2011,4,3,0,0.0
南城县,2011,5,1,0,0.0
南城县,2011,8,1,0,0.0
南城县,2011,11,2,0,0.0
南城县,2011,12,4,0,0.0
南城县,2012,2,4,0,0.0
南城县,2012,3,12,0,0.0
南城县,2012,4,3,0,0.0
南城县,2012,7,1,0,0.0
南城县,2012,8,2,0,0.0
南城县,2013,1,2,0,0.0
南城县,2013,2,1,0,0.0
南城县,2013,3,8,0,0.0
南城县,2013,4,1,0,0.0
南城县,2013,7,2,0,0.0
南城县,2013,9,1,0,0.0
南城县,2013,10,6,0,0.0
南城县,2013,11,4,0,0.0
南城县,2013,12,2,0,0.0
南城县,2014,1,10,0,0.0
南城县,2014,11,2,0,0.0
南城县,2015,2,5,0,0.0
南城县,2015,4,4,0,0.0
南城县,2015,7,2,0,0.0
南城县,2015,9,1,0,0.0
南城县,2016,2,3,0,0.0
南城县,2016,3,9,0,0.0
南城县,2016,4,1,0,0.0
南城县,2016,5,2,0,0.0
南城县,2016,7,1,0,0.0
南城县,2017,2,1,0,0.0
南城县,2017,4,7,0,0.0
南城县,2017,5,1,0,0.0
南城县,2017,7,2,0,0.0
南城县,2017,8,2,0,0.0
南城县,2017,10,1,0,0.0
南城县,2017,11,1,0,0.0
南城县,2018,5,1,0,0.0
南城县,2018,6,1,0,0.0
南城县,2018,7,2,0,0.0
南城县,2018,8,2,0,0.0
南城县,2018,9,1,0,0.0
南城县,2019,4,2,0,0.0
南城县,2019,7,1,0,0.0
南城县,2019,8,5,0,0.0
南城县,2019,9,1,0,0.0
南城县,2019,11,1,0,0.0
南安市,2010,1,4,0,0.0
南安市,2010,3,4,0,0.0
南安市,2010,4,1,0,0.0
南安市,2010,6,2,0,0.0
南安市,2010,8,4,0,0.0
南安市,2010,12,10,0,0.0
南安市,2011,1,2,0,0.0
南安市,2011,2,6,0,0.0
南安市,2011,3,12,0,0.0
南安市,2011,4,14,0,0.0
南安市,2011,5,2,0,0.0
南安市,2011,6,1,0,0.0
南安市,2011,7,1,0,0.0
南安市,2011,8,5,0,0.0
南安市,2011,10,1,0,0.0
南安市,2011,11,2,0,0.0
南安市,2011,12,1,0,0.0
南安市,2012,3,2,0,0.0
南安市,2012,4,4,0,0.0
南安市,2012,6,1,0,0.0
南安市,2012,9,2,0,0.0
南安市,2012,11,5,0,0.0
南安市,2012,12,2,0,0.0
南安市,2013,1,6,0,0.0
南安市,2013,2,3,0,0.0
南安市,2013,3,4,0,0.0
南安市,2013,4,4,0,0.0
南安市,2013,5,1,0,0.0
南安市,2013,7,3,0,0.0
南安市,2013,8,1,0,0.0
南安市,2013,9,1,0,0.0
南安市,2013,10,2,0,0.0
南安市,2013,11,4,0,0.0
南安市,2013,12,6,0,0.0
南安市,2014,1,5,0,0.0
南安市,2014,2,3,0,0.0
