县名,年份,月份,火点数量,农业焚烧数量,农业焚烧比例
北川羌族自治县,2016,2,1,0,0.0
北川羌族自治县,2016,5,1,0,0.0
北川羌族自治县,2016,6,1,0,0.0
北川羌族自治县,2017,8,3,0,0.0
北川羌族自治县,2018,4,1,0,0.0
北川羌族自治县,2018,8,1,0,0.0
北川羌族自治县,2019,2,1,0,0.0
北川羌族自治县,2019,5,1,0,0.0
北川羌族自治县,2019,10,2,0,0.0
北戴河区,2010,4,1,0,0.0
北戴河区,2011,10,2,0,0.0
北戴河区,2012,3,4,0,0.0
北戴河区,2012,10,1,0,0.0
北戴河区,2014,4,1,0,0.0
北戴河区,2014,11,1,0,0.0
北戴河区,2015,3,1,0,0.0
北戴河区,2016,1,1,0,0.0
北戴河区,2016,2,5,0,0.0
北戴河区,2017,2,1,0,0.0
北戴河区,2017,11,1,0,0.0
北戴河区,2018,3,1,0,0.0
北戴河区,2019,3,2,0,0.0
北戴河区,2019,4,4,0,0.0
北林区,2010,4,4,0,0.0
北林区,2010,5,1,0,0.0
北林区,2010,8,1,0,0.0
北林区,2010,9,4,3,0.75
北林区,2010,10,26,1,0.038461538461538464
北林区,2010,11,2,0,0.0
北林区,2011,4,19,0,0.0
北林区,2011,7,1,0,0.0
北林区,2011,8,1,0,0.0
北林区,2011,9,4,0,0.0
北林区,2011,10,73,7,0.0958904109589041
北林区,2011,11,22,0,0.0
北林区,2012,2,1,0,0.0
北林区,2012,3,7,0,0.0
北林区,2012,4,12,0,0.0
北林区,2012,5,2,0,0.0
北林区,2012,7,3,0,0.0
北林区,2012,8,1,0,0.0
北林区,2012,9,2,0,0.0
北林区,2012,10,15,0,0.0
北林区,2012,11,1,0,0.0
北林区,2013,4,29,0,0.0
北林区,2013,5,10,0,0.0
北林区,2013,10,31,17,0.5483870967741935
北林区,2013,11,4,0,0.0
北林区,2014,3,17,0,0.0
北林区,2014,4,139,0,0.0
北林区,2014,7,1,0,0.0
北林区,2014,8,3,0,0.0
北林区,2014,9,4,1,0.25
北林区,2014,10,80,6,0.075
北林区,2014,11,45,0,0.0
北林区,2015,3,23,0,0.0
北林区,2015,4,143,0,0.0
北林区,2015,5,3,0,0.0
北林区,2015,7,2,0,0.0
北林区,2015,8,2,0,0.0
北林区,2015,9,1,0,0.0
北林区,2015,10,53,0,0.0
北林区,2015,11,84,0,0.0
北林区,2016,3,99,0,0.0
北林区,2016,4,76,0,0.0
北林区,2016,5,1,0,0.0
北林区,2016,7,3,0,0.0
北林区,2016,8,4,0,0.0
北林区,2016,9,1,0,0.0
北林区,2016,10,47,1,0.02127659574468085
北林区,2016,11,50,0,0.0
北林区,2017,3,38,0,0.0
北林区,2017,4,351,0,0.0
北林区,2017,5,15,0,0.0
北林区,2017,6,3,0,0.0
北林区,2017,7,2,0,0.0
北林区,2017,9,1,0,0.0
北林区,2017,10,115,10,0.08695652173913043
北林区,2017,11,43,0,0.0
北林区,2018,3,52,0,0.0
北林区,2018,4,97,0,0.0
北林区,2018,5,1,0,0.0
北林区,2018,6,2,0,0.0
北林区,2018,8,3,0,0.0
北林区,2018,9,3,0,0.0
北林区,2019,2,82,0,0.0
北林区,2019,3,13,0,0.0
北林区,2019,4,12,0,0.0
北林区,2019,5,5,0,0.0
北林区,2019,7,1,0,0.0
北林区,2019,9,2,1,0.5
北林区,2019,10,2,1,0.5
北流市,2010,2,3,0,0.0
北流市,2010,3,4,0,0.0
北流市,2010,5,1,0,0.0
北流市,2010,7,1,0,0.0
北流市,2010,8,1,0,0.0
北流市,2010,10,8,0,0.0
北流市,2010,11,4,0,0.0
北流市,2010,12,12,0,0.0
北流市,2011,1,4,0,0.0
北流市,2011,2,3,0,0.0
北流市,2011,3,1,0,0.0
北流市,2011,4,8,0,0.0
北流市,2011,5,4,0,0.0
北流市,2011,6,1,0,0.0
北流市,2011,7,1,0,0.0
北流市,2011,8,3,0,0.0
北流市,2011,9,4,0,0.0
北流市,2011,10,7,0,0.0
北流市,2011,11,13,0,0.0
北流市,2011,12,25,0,0.0
北流市,2012,1,3,0,0.0
北流市,2012,3,12,0,0.0
北流市,2012,4,3,0,0.0
北流市,2012,5,1,0,0.0
北流市,2012,6,4,0,0.0
北流市,2012,7,1,0,0.0
北流市,2012,8,5,0,0.0
北流市,2012,9,3,0,0.0
北流市,2012,10,11,0,0.0
北流市,2012,11,1,0,0.0
北流市,2012,12,2,0,0.0
北流市,2013,1,6,0,0.0
北流市,2013,3,10,0,0.0
北流市,2013,4,2,0,0.0
北流市,2013,6,1,0,0.0
北流市,2013,7,2,0,0.0
北流市,2013,8,2,0,0.0
北流市,2013,9,4,0,0.0
北流市,2013,10,21,0,0.0
北流市,2013,11,9,0,0.0
北流市,2013,12,22,0,0.0
北流市,2014,1,59,0,0.0
北流市,2014,2,1,0,0.0
北流市,2014,3,1,0,0.0
北流市,2014,5,1,0,0.0
北流市,2014,6,2,0,0.0
北流市,2014,7,1,0,0.0
北流市,2014,8,2,0,0.0
北流市,2014,9,4,0,0.0
北流市,2014,10,11,0,0.0
北流市,2014,11,12,0,0.0
北流市,2014,12,10,0,0.0
北流市,2015,1,37,0,0.0
北流市,2015,2,2,0,0.0
北流市,2015,3,2,0,0.0
北流市,2015,4,22,0,0.0
北流市,2015,6,3,0,0.0
北流市,2015,7,3,0,0.0
北流市,2015,9,1,0,0.0
北流市,2015,10,12,0,0.0
北流市,2015,11,1,0,0.0
北流市,2016,1,3,0,0.0
北流市,2016,3,13,0,0.0
北流市,2016,5,2,0,0.0
北流市,2016,6,5,0,0.0
北流市,2016,7,2,0,0.0
北流市,2016,8,4,0,0.0
北流市,2016,9,2,0,0.0
北流市,2016,10,11,0,0.0
北流市,2016,11,2,0,0.0
北流市,2016,12,16,0,0.0
北流市,2017,1,11,0,0.0
北流市,2017,2,15,0,0.0
北流市,2017,3,3,0,0.0
北流市,2017,4,8,0,0.0
北流市,2017,5,5,0,0.0
北流市,2017,7,2,0,0.0
北流市,2017,8,2,0,0.0
北流市,2017,9,8,0,0.0
北流市,2017,10,8,0,0.0
北流市,2017,11,2,0,0.0
北流市,2017,12,9,0,0.0
北流市,2018,1,9,0,0.0
北流市,2018,2,7,0,0.0
北流市,2018,3,4,0,0.0
北流市,2018,4,12,0,0.0
北流市,2018,5,7,0,0.0
北流市,2018,6,3,0,0.0
北流市,2018,7,2,0,0.0
北流市,2018,9,5,0,0.0
北流市,2018,10,31,0,0.0
北流市,2018,11,2,0,0.0
北流市,2018,12,5,0,0.0
北流市,2019,1,6,0,0.0
北流市,2019,2,1,0,0.0
北流市,2019,3,2,0,0.0
北流市,2019,5,1,0,0.0
北流市,2019,6,1,0,0.0
北流市,2019,8,4,0,0.0
北流市,2019,9,11,0,0.0
北流市,2019,10,5,0,0.0
北流市,2019,11,11,0,0.0
北流市,2019,12,24,0,0.0
北湖区,2010,1,2,0,0.0
北湖区,2010,2,16,0,0.0
北湖区,2010,3,6,0,0.0
北湖区,2010,8,2,0,0.0
北湖区,2010,11,1,0,0.0
北湖区,2010,12,2,0,0.0
北湖区,2011,2,9,0,0.0
北湖区,2011,3,2,0,0.0
北湖区,2011,4,3,0,0.0
北湖区,2011,8,1,0,0.0
北湖区,2011,12,8,0,0.0
北湖区,2012,2,1,0,0.0
北湖区,2012,3,7,0,0.0
北湖区,2012,4,3,0,0.0
北湖区,2012,10,2,0,0.0
北湖区,2013,1,3,0,0.0
北湖区,2013,5,1,0,0.0
北湖区,2013,10,1,0,0.0
北湖区,2013,12,2,0,0.0
北湖区,2014,1,9,0,0.0
北湖区,2014,7,1,0,0.0
北湖区,2015,4,1,0,0.0
北湖区,2015,7,1,0,0.0
北湖区,2016,2,2,0,0.0
北湖区,2016,3,1,0,0.0
北湖区,2017,2,1,0,0.0
北湖区,2017,4,1,0,0.0
北湖区,2017,12,1,0,0.0
北湖区,2018,8,2,0,0.0
北碚区,2010,8,2,0,0.0
北碚区,2011,2,1,0,0.0
北碚区,2011,5,1,0,0.0
北碚区,2011,6,1,0,0.0
北碚区,2011,8,2,0,0.0
北碚区,2011,9,1,0,0.0
北碚区,2012,4,1,0,0.0
北碚区,2012,5,1,0,0.0
北碚区,2013,5,1,0,0.0
北碚区,2013,6,3,0,0.0
北碚区,2013,8,3,0,0.0
北碚区,2014,7,6,0,0.0
北碚区,2014,9,1,0,0.0
北碚区,2015,4,1,0,0.0
北碚区,2015,5,1,0,0.0
北碚区,2015,6,1,0,0.0
北碚区,2015,7,1,0,0.0
北碚区,2015,8,2,0,0.0
北碚区,2016,5,1,0,0.0
北碚区,2016,6,4,0,0.0
北碚区,2016,7,2,0,0.0
北碚区,2016,8,1,0,0.0
北碚区,2017,5,1,0,0.0
北碚区,2017,7,6,0,0.0
北碚区,2018,5,1,0,0.0
北碚区,2018,6,2,0,0.0
北碚区,2018,7,2,0,0.0
北碚区,2018,8,1,0,0.0
北碚区,2019,5,1,0,0.0
北碚区,2019,7,1,0,0.0
北票市,2010,4,10,0,0.0
北票市,2010,6,2,0,0.0
北票市,2010,8,1,0,0.0
北票市,2011,4,6,0,0.0
北票市,2011,5,1,0,0.0
北票市,2011,7,3,0,0.0
北票市,2011,8,3,0,0.0
北票市,2011,9,3,0,0.0
北票市,2012,2,1,0,0.0
北票市,2012,3,6,0,0.0
北票市,2012,4,15,0,0.0
北票市,2012,5,1,0,0.0
北票市,2012,6,1,0,0.0
北票市,2012,7,2,0,0.0
北票市,2012,8,2,0,0.0
北票市,2012,9,1,0,0.0
北票市,2013,2,2,0,0.0
北票市,2013,3,5,0,0.0
北票市,2013,4,9,0,0.0
北票市,2013,5,6,0,0.0
北票市,2013,6,5,0,0.0
北票市,2013,7,4,0,0.0
北票市,2013,8,12,0,0.0
北票市,2013,10,3,0,0.0
北票市,2013,11,7,0,0.0
北票市,2014,2,3,0,0.0
北票市,2014,3,17,0,0.0
北票市,2014,4,9,0,0.0
北票市,2014,5,1,0,0.0
北票市,2014,6,3,0,0.0
北票市,2014,7,4,0,0.0
北票市,2014,8,2,0,0.0
北票市,2014,10,16,0,0.0
北票市,2014,11,34,0,0.0
北票市,2015,1,1,0,0.0
北票市,2015,2,1,0,0.0
北票市,2015,3,22,0,0.0
北票市,2015,4,6,0,0.0
北票市,2015,5,3,0,0.0
北票市,2015,6,5,0,0.0
北票市,2015,7,3,0,0.0
北票市,2015,8,3,0,0.0
北票市,2015,10,21,0,0.0
北票市,2015,11,8,0,0.0
北票市,2016,2,8,0,0.0
北票市,2016,3,18,0,0.0
北票市,2016,4,6,0,0.0
北票市,2016,6,9,0,0.0
北票市,2016,7,6,0,0.0
北票市,2016,8,6,0,0.0
北票市,2016,10,6,0,0.0
北票市,2016,11,1,0,0.0
北票市,2017,2,1,0,0.0
北票市,2017,3,3,0,0.0
北票市,2017,4,7,0,0.0
北票市,2017,5,3,0,0.0
北票市,2017,6,8,0,0.0
北票市,2017,7,7,0,0.0
北票市,2017,8,4,0,0.0
北票市,2017,9,1,0,0.0
北票市,2017,11,1,0,0.0
北票市,2018,2,1,0,0.0
北票市,2018,3,1,0,0.0
北票市,2018,4,1,0,0.0
北票市,2018,5,5,0,0.0
北票市,2018,6,8,0,0.0
北票市,2018,7,8,0,0.0
北票市,2018,10,5,0,0.0
北票市,2019,2,3,0,0.0
北票市,2019,3,6,0,0.0
北票市,2019,4,1,0,0.0
北票市,2019,5,11,0,0.0
北票市,2019,6,6,0,0.0
北票市,2019,7,9,0,0.0
北票市,2019,8,1,0,0.0
北票市,2019,10,1,0,0.0
北辰区,2010,2,3,0,0.0
北辰区,2010,3,5,0,0.0
北辰区,2010,4,5,0,0.0
北辰区,2010,5,1,0,0.0
北辰区,2010,6,3,0,0.0
北辰区,2010,7,2,0,0.0
北辰区,2010,11,1,0,0.0
北辰区,2010,12,3,0,0.0
北辰区,2011,2,2,0,0.0
北辰区,2011,3,4,0,0.0
北辰区,2011,4,1,0,0.0
北辰区,2011,5,4,0,0.0
北辰区,2011,6,5,0,0.0
北辰区,2011,7,8,0,0.0
北辰区,2011,8,2,0,0.0
北辰区,2011,12,1,0,0.0
北辰区,2012,1,2,0,0.0
北辰区,2012,2,3,0,0.0
北辰区,2012,3,5,0,0.0
北辰区,2012,4,1,0,0.0
北辰区,2012,5,4,0,0.0
北辰区,2012,6,13,0,0.0
北辰区,2012,7,4,0,0.0
北辰区,2012,8,1,0,0.0
北辰区,2013,2,3,0,0.0
北辰区,2013,3,4,0,0.0
北辰区,2013,4,2,0,0.0
北辰区,2013,5,1,0,0.0
北辰区,2013,6,11,0,0.0
北辰区,2013,7,7,0,0.0
北辰区,2013,8,3,0,0.0
北辰区,2013,10,2,0,0.0
北辰区,2013,11,6,0,0.0
北辰区,2014,1,1,0,0.0
北辰区,2014,2,1,0,0.0
北辰区,2014,3,7,0,0.0
北辰区,2014,4,1,0,0.0
北辰区,2014,5,5,0,0.0
北辰区,2014,6,2,0,0.0
北辰区,2014,7,3,0,0.0
北辰区,2014,8,5,0,0.0
北辰区,2014,10,5,0,0.0
北辰区,2014,11,2,0,0.0
北辰区,2015,1,1,0,0.0
北辰区,2015,3,8,0,0.0
北辰区,2015,4,3,0,0.0
北辰区,2015,5,1,0,0.0
北辰区,2015,7,3,0,0.0
北辰区,2015,8,3,0,0.0
北辰区,2015,10,1,0,0.0
北辰区,2015,11,1,0,0.0
北辰区,2016,1,1,0,0.0
北辰区,2016,2,3,0,0.0
北辰区,2016,3,7,0,0.0
北辰区,2016,4,1,0,0.0
北辰区,2016,5,3,0,0.0
北辰区,2016,6,4,0,0.0
北辰区,2016,7,3,0,0.0
北辰区,2016,8,2,0,0.0
北辰区,2016,9,1,0,0.0
北辰区,2017,1,1,0,0.0
北辰区,2017,2,3,0,0.0
北辰区,2017,3,9,0,0.0
北辰区,2017,4,1,0,0.0
北辰区,2017,5,2,0,0.0
北辰区,2017,6,7,0,0.0
北辰区,2017,7,7,0,0.0
北辰区,2017,8,2,0,0.0
北辰区,2017,9,1,0,0.0
北辰区,2018,2,3,0,0.0
北辰区,2018,3,2,0,0.0
北辰区,2018,4,2,0,0.0
北辰区,2018,5,2,0,0.0
北辰区,2018,6,1,0,0.0
北辰区,2018,7,5,0,0.0
北辰区,2018,8,1,0,0.0
北辰区,2018,12,1,0,0.0
北辰区,2019,1,1,0,0.0
北辰区,2019,3,14,0,0.0
北辰区,2019,4,5,0,0.0
北辰区,2019,5,5,0,0.0
北辰区,2019,6,1,0,0.0
北辰区,2019,7,3,0,0.0
北辰区,2019,8,2,0,0.0
北辰区,2019,10,1,0,0.0
北镇市,2010,2,6,0,0.0
北镇市,2010,3,33,0,0.0
北镇市,2010,4,26,0,0.0
北镇市,2010,5,1,0,0.0
北镇市,2010,11,7,0,0.0
北镇市,2010,12,1,0,0.0
北镇市,2011,1,4,0,0.0
北镇市,2011,2,3,0,0.0
北镇市,2011,3,6,0,0.0
北镇市,2011,6,1,0,0.0
北镇市,2011,7,1,0,0.0
北镇市,2011,10,10,0,0.0
北镇市,2011,11,2,0,0.0
北镇市,2012,1,5,0,0.0
北镇市,2012,2,31,0,0.0
北镇市,2012,4,5,0,0.0
北镇市,2012,6,3,0,0.0
北镇市,2012,9,1,0,0.0
北镇市,2012,10,2,0,0.0
北镇市,2013,2,35,0,0.0
北镇市,2013,3,3,0,0.0
北镇市,2013,4,2,0,0.0
北镇市,2013,11,16,0,0.0
北镇市,2013,12,4,0,0.0
北镇市,2014,1,5,0,0.0
北镇市,2014,2,19,0,0.0
北镇市,2014,3,8,0,0.0
北镇市,2014,6,1,0,0.0
北镇市,2014,8,1,0,0.0
北镇市,2014,9,2,0,0.0
北镇市,2014,10,59,0,0.0
北镇市,2014,11,64,0,0.0
北镇市,2014,12,8,0,0.0
北镇市,2015,1,1,0,0.0
北镇市,2015,2,37,0,0.0
北镇市,2015,3,38,0,0.0
北镇市,2015,4,4,0,0.0
北镇市,2015,5,1,0,0.0
北镇市,2015,9,5,0,0.0
北镇市,2015,10,24,0,0.0
北镇市,2015,11,21,0,0.0
北镇市,2015,12,16,0,0.0
北镇市,2016,1,21,0,0.0
北镇市,2016,2,15,0,0.0
北镇市,2016,3,14,0,0.0
北镇市,2016,7,1,0,0.0
北镇市,2016,9,3,0,0.0
北镇市,2016,10,3,0,0.0
北镇市,2016,11,1,0,0.0
北镇市,2017,1,25,0,0.0
北镇市,2017,2,55,0,0.0
北镇市,2017,3,10,0,0.0
北镇市,2017,4,2,0,0.0
北镇市,2017,10,5,0,0.0
北镇市,2017,11,2,0,0.0
北镇市,2017,12,5,0,0.0
北镇市,2018,2,26,0,0.0
北镇市,2018,3,1,0,0.0
北镇市,2018,4,1,0,0.0
北镇市,2018,5,1,0,0.0
北镇市,2018,10,6,0,0.0
北镇市,2019,1,30,0,0.0
北镇市,2019,2,50,0,0.0
北镇市,2019,3,8,0,0.0
北镇市,2019,4,1,0,0.0
北镇市,2019,5,2,0,0.0
北镇市,2019,10,6,0,0.0
北镇市,2019,11,1,0,0.0
千山区,2010,4,3,0,0.0
千山区,2011,10,4,0,0.0
千山区,2011,11,3,0,0.0
千山区,2012,4,1,0,0.0
千山区,2012,10,1,0,0.0
千山区,2013,9,1,0,0.0
千山区,2013,10,2,0,0.0
千山区,2013,11,1,0,0.0
千山区,2014,2,1,0,0.0
千山区,2014,9,3,0,0.0
千山区,2014,10,29,0,0.0
千山区,2014,11,5,0,0.0
千山区,2015,3,6,0,0.0
千山区,2015,4,3,0,0.0
千山区,2015,9,1,0,0.0
千山区,2015,10,27,0,0.0
千山区,2015,11,1,0,0.0
千山区,2016,2,3,0,0.0
千山区,2016,3,5,0,0.0
千山区,2016,10,4,0,0.0
千山区,2017,2,1,0,0.0
千山区,2017,3,17,0,0.0
千山区,2017,4,1,0,0.0
千山区,2017,10,4,0,0.0
千山区,2017,11,1,0,0.0
千山区,2018,2,1,0,0.0
千山区,2018,3,3,0,0.0
千山区,2018,4,1,0,0.0
千山区,2018,10,1,0,0.0
千山区,2019,9,1,0,0.0
千阳县,2011,7,1,0,0.0
千阳县,2011,8,1,0,0.0
千阳县,2011,9,1,0,0.0
千阳县,2012,3,2,0,0.0
千阳县,2012,5,3,0,0.0
千阳县,2012,8,2,0,0.0
千阳县,2013,4,4,0,0.0
千阳县,2013,5,3,0,0.0
千阳县,2013,6,2,0,0.0
千阳县,2013,8,5,0,0.0
千阳县,2014,4,3,0,0.0
千阳县,2014,5,7,0,0.0
千阳县,2014,7,8,0,0.0
千阳县,2014,8,3,0,0.0
千阳县,2014,9,3,0,0.0
千阳县,2015,2,2,0,0.0
千阳县,2015,4,4,0,0.0
千阳县,2015,5,5,0,0.0
千阳县,2015,6,1,0,0.0
千阳县,2015,7,3,0,0.0
千阳县,2015,8,5,0,0.0
千阳县,2015,9,1,0,0.0
千阳县,2016,2,2,0,0.0
千阳县,2016,3,1,0,0.0
千阳县,2016,4,5,0,0.0
千阳县,2016,5,10,0,0.0
千阳县,2016,6,5,0,0.0
千阳县,2016,7,6,0,0.0
千阳县,2016,8,1,0,0.0
千阳县,2017,1,2,0,0.0
千阳县,2017,3,2,0,0.0
千阳县,2017,4,4,0,0.0
千阳县,2017,5,9,0,0.0
千阳县,2017,6,1,0,0.0
千阳县,2017,7,6,0,0.0
千阳县,2017,9,2,0,0.0
千阳县,2017,12,1,0,0.0
千阳县,2018,3,1,0,0.0
千阳县,2018,4,3,0,0.0
千阳县,2018,5,8,0,0.0
千阳县,2018,7,4,0,0.0
千阳县,2018,8,7,0,0.0
千阳县,2018,9,1,0,0.0
千阳县,2019,2,1,0,0.0
千阳县,2019,3,4,0,0.0
千阳县,2019,4,3,0,0.0
千阳县,2019,5,5,0,0.0
千阳县,2019,6,1,0,0.0
千阳县,2019,7,1,0,0.0
千阳县,2019,8,7,0,0.0
千阳县,2019,9,2,0,0.0
千阳县,2019,11,1,0,0.0
千阳县,2019,12,1,0,0.0
华亭县,2010,1,1,0,0.0
华亭县,2012,8,1,0,0.0
华亭县,2013,1,2,0,0.0
华亭县,2013,2,1,0,0.0
华亭县,2013,3,7,0,0.0
华亭县,2013,4,1,0,0.0
华亭县,2013,7,2,0,0.0
华亭县,2014,1,26,0,0.0
华亭县,2014,7,1,0,0.0
华亭县,2015,5,1,0,0.0
华亭县,2015,7,1,0,0.0
华亭县,2015,8,1,0,0.0
华亭县,2016,2,4,0,0.0
华亭县,2016,3,2,0,0.0
华亭县,2016,5,1,0,0.0
华亭县,2016,6,1,0,0.0
华亭县,2017,1,2,0,0.0
华亭县,2017,4,1,0,0.0
华亭县,2017,6,1,0,0.0
华亭县,2018,4,2,0,0.0
华亭县,2018,6,1,0,0.0
华亭县,2019,2,10,0,0.0
华亭县,2019,3,1,0,0.0
华亭县,2019,4,3,0,0.0
华亭县,2019,7,1,0,0.0
华亭县,2019,8,1,0,0.0
华坪县,2010,1,41,0,0.0
华坪县,2010,2,50,0,0.0
华坪县,2010,3,20,0,0.0
华坪县,2010,4,18,0,0.0
华坪县,2010,5,24,0,0.0
华坪县,2011,1,4,0,0.0
华坪县,2011,2,27,0,0.0
华坪县,2011,3,6,0,0.0
华坪县,2011,4,8,0,0.0
华坪县,2011,5,6,0,0.0
华坪县,2012,1,13,0,0.0
华坪县,2012,2,48,0,0.0
华坪县,2012,3,32,0,0.0
华坪县,2012,4,23,0,0.0
华坪县,2012,5,28,0,0.0
华坪县,2012,10,2,0,0.0
华坪县,2012,11,1,0,0.0
华坪县,2012,12,1,0,0.0
华坪县,2013,1,27,0,0.0
华坪县,2013,2,86,0,0.0
华坪县,2013,3,18,0,0.0
华坪县,2013,4,12,0,0.0
华坪县,2013,5,1,0,0.0
华坪县,2013,11,3,0,0.0
华坪县,2013,12,4,0,0.0
华坪县,2014,1,61,0,0.0
华坪县,2014,2,105,0,0.0
华坪县,2014,3,59,0,0.0
华坪县,2014,4,96,0,0.0
华坪县,2014,5,32,0,0.0
华坪县,2014,6,4,0,0.0
华坪县,2014,12,3,0,0.0
华坪县,2015,1,1,0,0.0
华坪县,2015,2,28,0,0.0
华坪县,2015,3,30,0,0.0
华坪县,2015,4,4,0,0.0
华坪县,2015,5,1,0,0.0
华坪县,2015,6,1,0,0.0
华坪县,2015,12,2,0,0.0
华坪县,2016,2,26,0,0.0
华坪县,2016,3,6,0,0.0
华坪县,2016,4,4,0,0.0
华坪县,2016,11,1,0,0.0
华坪县,2016,12,5,0,0.0
华坪县,2017,1,12,0,0.0
华坪县,2017,2,50,0,0.0
华坪县,2017,3,2,0,0.0
华坪县,2017,7,2,0,0.0
华坪县,2017,11,1,0,0.0
华坪县,2018,1,3,0,0.0
华坪县,2018,2,15,0,0.0
华坪县,2018,4,2,0,0.0
华坪县,2018,11,10,0,0.0
华坪县,2018,12,7,0,0.0
华坪县,2019,1,40,0,0.0
华坪县,2019,2,9,0,0.0
华坪县,2019,3,6,0,0.0
华坪县,2019,4,12,0,0.0
华坪县,2019,5,13,0,0.0
华坪县,2019,6,4,0,0.0
华坪县,2019,11,8,0,0.0
华坪县,2019,12,7,0,0.0
华宁县,2010,1,6,0,0.0
华宁县,2010,2,12,0,0.0
华宁县,2010,3,6,0,0.0
华宁县,2010,4,12,0,0.0
华宁县,2010,5,4,0,0.0
华宁县,2011,2,3,0,0.0
华宁县,2011,12,1,0,0.0
华宁县,2012,1,1,0,0.0
华宁县,2012,2,9,0,0.0
华宁县,2012,3,1,0,0.0
华宁县,2012,4,6,0,0.0
华宁县,2012,5,1,0,0.0
华宁县,2013,1,1,0,0.0
华宁县,2013,2,3,0,0.0
华宁县,2013,3,6,0,0.0
华宁县,2013,4,5,0,0.0
华宁县,2014,1,11,0,0.0
华宁县,2014,2,1,0,0.0
华宁县,2014,3,3,0,0.0
华宁县,2014,4,3,0,0.0
华宁县,2014,5,2,0,0.0
华宁县,2015,1,2,0,0.0
华宁县,2015,2,3,0,0.0
华宁县,2015,3,4,0,0.0
华宁县,2015,4,2,0,0.0
华宁县,2015,5,1,0,0.0
华宁县,2016,3,4,0,0.0
华宁县,2016,4,1,0,0.0
华宁县,2016,5,1,0,0.0
华宁县,2017,2,1,0,0.0
华宁县,2017,3,2,0,0.0
华宁县,2017,8,1,0,0.0
华宁县,2019,2,2,0,0.0
华宁县,2019,4,3,0,0.0
华宁县,2019,5,1,0,0.0
华宁县,2019,7,1,0,0.0
华宁县,2019,8,1,0,0.0
华宁县,2019,12,1,0,0.0
华安县,2010,1,1,0,0.0
华安县,2010,3,4,0,0.0
华安县,2010,8,1,0,0.0
华安县,2010,11,2,0,0.0
华安县,2010,12,7,0,0.0
华安县,2011,1,5,0,0.0
华安县,2011,2,7,0,0.0
华安县,2011,3,2,0,0.0
华安县,2011,4,6,0,0.0
华安县,2011,5,2,0,0.0
华安县,2011,6,1,0,0.0
华安县,2011,8,2,0,0.0
华安县,2011,9,2,0,0.0
华安县,2011,12,2,0,0.0
华安县,2012,1,1,0,0.0
华安县,2012,3,8,0,0.0
华安县,2012,5,1,0,0.0
华安县,2012,6,2,0,0.0
华安县,2012,8,1,0,0.0
华安县,2012,9,1,0,0.0
华安县,2012,10,3,0,0.0
华安县,2012,11,1,0,0.0
华安县,2013,1,2,0,0.0
华安县,2013,2,1,0,0.0
华安县,2013,8,1,0,0.0
华安县,2013,11,3,0,0.0
华安县,2013,12,2,0,0.0
华安县,2014,1,4,0,0.0
华安县,2014,2,4,0,0.0
华安县,2014,3,3,0,0.0
华安县,2014,4,2,0,0.0
华安县,2014,12,2,0,0.0
华安县,2015,1,1,0,0.0
华安县,2015,2,1,0,0.0
华安县,2015,3,3,0,0.0
华安县,2015,4,5,0,0.0
华安县,2015,5,1,0,0.0
华安县,2015,6,1,0,0.0
华安县,2016,1,1,0,0.0
华安县,2016,2,2,0,0.0
华安县,2016,3,1,0,0.0
华安县,2016,9,1,0,0.0
华安县,2016,12,4,0,0.0
华安县,2017,1,6,0,0.0
华安县,2017,2,6,0,0.0
华安县,2017,3,3,0,0.0
华安县,2017,4,1,0,0.0
华安县,2017,6,1,0,0.0
华安县,2017,7,1,0,0.0
华安县,2017,10,1,0,0.0
华安县,2018,1,1,0,0.0
华安县,2018,2,1,0,0.0
华安县,2018,3,1,0,0.0
华安县,2018,5,6,0,0.0
华安县,2018,6,1,0,0.0
华安县,2019,1,1,0,0.0
华安县,2019,7,1,0,0.0
华安县,2019,8,1,0,0.0
华安县,2019,12,12,0,0.0
华容区,2012,5,1,0,0.0
华容区,2012,7,1,0,0.0
华容区,2012,8,1,0,0.0
华容区,2013,11,1,0,0.0
华容区,2013,12,1,0,0.0
华容区,2014,8,1,0,0.0
华容区,2015,3,1,0,0.0
华容区,2015,8,1,0,0.0
华容区,2015,9,1,0,0.0
华容区,2015,11,1,0,0.0
华容区,2016,3,6,0,0.0
华容区,2016,4,5,0,0.0
华容区,2016,5,1,0,0.0
华容区,2016,6,2,0,0.0
华容区,2016,7,2,0,0.0
华容区,2016,8,3,0,0.0
华容区,2016,9,3,0,0.0
华容区,2016,10,3,0,0.0
华容区,2016,11,2,0,0.0
华容区,2017,3,3,0,0.0
华容区,2017,4,3,0,0.0
华容区,2017,5,4,0,0.0
华容区,2017,6,2,0,0.0
华容区,2017,7,2,0,0.0
华容区,2017,8,1,0,0.0
华容区,2017,10,3,0,0.0
华容区,2017,11,1,0,0.0
华容区,2017,12,2,0,0.0
华容区,2018,2,1,0,0.0
华容区,2018,3,4,0,0.0
华容区,2018,4,4,0,0.0
华容区,2018,5,3,0,0.0
华容区,2018,6,1,0,0.0
华容区,2018,7,4,0,0.0
华容区,2018,8,5,0,0.0
华容区,2018,9,2,0,0.0
华容区,2018,10,2,0,0.0
华容区,2019,1,2,0,0.0
华容区,2019,3,4,0,0.0
华容区,2019,4,8,0,0.0
华容区,2019,5,1,0,0.0
