county_code,county_name,mk_trend,mk_p,sen_slope,change_year,change_p,pre_mean,post_mean
230102.0,道里区,no-trend,0.788446734264471,-0.4,,0.9118248435222588,,
230103.0,南岗区,no-trend,0.2831308706623467,-0.5,,0.2256723746341138,,
230104.0,道外区,no-trend,0.788446734264471,0.5,,0.7955902386398751,,
230108.0,平房区,no-trend,0.3710933695226979,-0.2,,0.4949906250906068,,
230109.0,松北区,no-trend,0.1797124948789998,-2.333333333333333,,0.4949906250906068,,
230110.0,香坊区,no-trend,1.0,0.0,,0.6866409702513011,,
230111.0,呼兰区,no-trend,0.5915050369949166,-5.666666666666667,,0.4949906250906068,,
230112.0,阿城区,no-trend,0.3251794800983281,-0.6666666666666666,,0.4949906250906068,,
230113.0,双城区,no-trend,0.3710933695226979,-17.2,,0.4949906250906068,,
230123.0,依兰县,no-trend,0.3251794800983281,-6.0,,0.5861816545675114,,
230124.0,方正县,no-trend,1.0,0.0,,1.0337026689833984,,
230125.0,宾县,no-trend,0.9287300745648026,-0.4285714285714285,,0.4949906250906068,,
230126.0,巴彦县,no-trend,1.0,9.2,,0.4949906250906068,,
230127.0,木兰县,no-trend,0.7205147871362554,2.0,,0.9118248435222588,,
230128.0,通河县,no-trend,0.1074046363302536,-2.25,,0.5861816545675114,,
230129.0,延寿县,no-trend,0.3710933695226979,0.25,,0.9118248435222588,,
230183.0,尚志市,no-trend,0.3710933695226979,0.6666666666666666,,0.4949906250906068,,
230184.0,五常市,no-trend,0.788446734264471,0.4,,1.2857330193004377,,
